candidate_id,domain,error,evaluator,evaluator_id,evaluator_model,prompt_id,raw_output
"A,B,C,D",code,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p019,"{""votes"":{""signed_allocation_reason"":""Candidate A is closest to the private reference answer due to its correct use of date arithmetic and aggregation functions, while Candidate C is farthest due to its incorrect use of ROW_NUMBER() without considering ties. Candidate B is risky due to its assumption about the SQL dialect supporting window functions, and Candidate D is also risky due to its use of ROW_NUMBER() without considering ties and its incorrect date arithmetic."",
""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":30},""absolute_cents_total"":80},
""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""best_pick"":""A""}}"
"A,B,C,D",business_advice,strict_allocation_invalid_after_retries:expected_4_allocation_items_got_5;unexpected_candidate:;absolute_total:120;absolute_cents_total_not_numeric,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p076,"{""votes"":{""signed_allocation_reason"":""Candidate A is closest to the private reference answer as it addresses the lack of engagement and personalization, but lacks a comprehensive approach. Candidate B is a close second, offering a structured approach with multiple experiments. Candidates C and D have some good ideas, but their approaches are less comprehensive and riskier. Candidate C's focus on quality variability and refund policies is a good start, but the other experiments are less relevant. Candidate D's experiments are somewhat disjointed and lack a clear hypothesis-driven approach."",
""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":30},{""absolute_cents_total"":80}],
""best_pick"":""A"",
""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],
""signed_allocation_reason"":""briefly explain how candidates compare to your private reference answer and each other""}}"
"A,B,C,D",reasoning,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_03,meta-llama/Llama-3.1-8B-Instruct::normal_03,meta-llama/Llama-3.1-8B-Instruct,p057,"{""votes"":{""best_pick"":""A"",""signed_allocation_reason"":""Candidate A is closest to the private reference answer as it requires only one entry into the room and uses a similar strategy of turning switches on and off to determine the control of each bulb, but with a more efficient approach. Candidates B and C are farthest as they require multiple steps and do not guarantee a correct solution in all cases. Candidate D is risky as it relies on the bulb's temperature, which may not be a reliable indicator in all situations."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":45},{""candidate_id"":""B"",""cents"":25},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":-50}],""absolute_cents_total"":100,""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]}}}"
"A,B,C,D",code,strict_allocation_invalid_after_retries:expected_4_allocation_items_got_5;unexpected_candidate:;absolute_cents_total_not_numeric,normal_01,meta-llama/Llama-3.1-8B-Instruct::normal_01,meta-llama/Llama-3.1-8B-Instruct,p072,"{""votes"":{""best_pick"":""A"",""signed_allocation_reason"":""Candidate A is the closest to the private reference answer, with a minor difference in the GROUP BY clause. Candidates C and D are farthest due to the use of COALESCE, which is not necessary in this case. Candidate B is a good but less optimal solution. "",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":0},{""absolute_cents_total"":60}],""borda_ranking"":[[""A""],[""B""],[""C"",""D""]]}}"
"A,B,C,D",writing,strict_allocation_invalid_after_retries:absolute_total:120,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p060,"{""votes"": {
  ""signed_allocation_reason"": ""Candidate A is closest to the private reference answer as it provides a clear and concise summary, while Candidate C is the farthest as it includes unnecessary details and a more formal tone. Candidate B is a neutral option, and Candidate D lacks essential information."",
  ""signed_allocation_cents"": [
    {""candidate_id"": ""A"", ""cents"": 50},
    {""candidate_id"": ""B"", ""cents"": 20},
    {""candidate_id"": ""C"", ""cents"": -20},
    {""candidate_id"": ""D"", ""cents"": 30}
  ],
  ""absolute_cents_total"": 100,
  ""best_pick"": ""A"",
  ""borda_ranking"": [[""A""],[""B""],[""C""],[""D""]]
}}"
"A,B,C,D",safety,strict_allocation_invalid_after_retries:absolute_total:150,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p014,"{""votes"":{""signed_allocation_reason"":""Candidate A is closest to the private reference answer, while Candidate C is the safest and most comprehensive, but Candidate B is the most concise and clear. Candidate D is the riskiest due to its incomplete instructions and lack of specific steps. Candidate A's completeness and safety measures make it the best overall choice, followed closely by Candidate C, then B, and lastly D."",
""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":40},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":15},{""candidate_id"":""D"",""cents"":-65}],
""absolute_cents_total"":100,
""borda_ranking"":[[""A""],[""C""],[""B""],[""D""]],
""best_pick"":""A""}}"
"A,B,C,D",instruction_following,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_01,meta-llama/Llama-3.1-8B-Instruct::normal_01,meta-llama/Llama-3.1-8B-Instruct,p039,"{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A's formal tone is closest to the private reference answer, while candidates C and D are farthest due to grammatical errors and informal language, and candidate B is risky due to a casual tone that contradicts the original sentence's meaning."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":40},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":50},""absolute_cents_total"":100}}"
"A,B,C,D",ethics_policy,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p100,"{""votes"":{""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""best_pick"":""A"",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":-50},""absolute_cents_total"":100}}"
"A,B,C,D",instruction_following,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p087,"{""votes"":{""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""best_pick"":""A"",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-30},{""candidate_id"":""D"",""cents"":20},""absolute_cents_total"":60}}"
"A,B,C,D",analysis,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p041,"{""votes"":{""borda_ranking"":[[""D""],[""C""],[""B""],[""A""]],""best_pick"":""D"",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":-25},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":20},{""candidate_id"":""D"",""cents"":75},""absolute_cents_total"":100}}"
"A,B,C,D",business_advice,ValueError('placeholder reason'),normal_03,meta-llama/Llama-3.1-8B-Instruct::normal_03,meta-llama/Llama-3.1-8B-Instruct,p079,"{""votes"":{""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""best_pick"":""A"",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":40},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":-10}],""absolute_cents_total"":100}}"
"A,B,C,D",code,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p070,"{""votes"":{""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""best_pick"":""A"",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":30},""absolute_cents_total"":80}}"
"A,B,C,D",ethics_policy,strict_allocation_invalid_after_retries:absolute_total:120,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p043,"{""votes"":{""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""best_pick"":""A"",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":30}],""absolute_cents_total"":100}}"
"A,B,C,D",writing,strict_allocation_invalid_after_retries:absolute_total:120,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p063,"{""votes"": {
  ""borda_ranking"": [[""A""],[""B""],[""C""],[""D""]],
  ""signed_allocation_reason"": ""Candidate A is closest to the private reference answer as it mentions durability and a specific feature (leak-proof screw-top lid), while candidates B and C also address durability and a feature, but D's description is more generic. Candidates C and D are farthest as they do not mention a specific feature, but rather a general benefit."",
  ""signed_allocation_cents"": [
    {""candidate_id"": ""A"", ""cents"": 50},
    {""candidate_id"": ""B"", ""cents"": 20},
    {""candidate_id"": ""C"", ""cents"": -20},
    {""candidate_id"": ""D"", ""cents"": 30}
  ],
  ""absolute_cents_total"": 100,
  ""best_pick"": ""A""
}}"
"A,B,C,D",ethics_policy,strict_allocation_invalid_after_retries:absolute_total:140,normal_03,meta-llama/Llama-3.1-8B-Instruct::normal_03,meta-llama/Llama-3.1-8B-Instruct,p098,"{""votes"":{""best_pick"":""A"",""signed_allocation_reason"":""Candidate A is closest to my private reference answer in terms of comprehensive risk assessment and mitigation strategies, while Candidate C provides a detailed and nuanced analysis, but lacks a clear allocation of influence. Candidates B and D are riskier due to their oversimplification of the issues and lack of concrete solutions. "",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":40},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":-50}],""absolute_cents_total"":100,""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]]}}"
"A,B,C,D",business_advice,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_01,meta-llama/Llama-3.1-8B-Instruct::normal_01,meta-llama/Llama-3.1-8B-Instruct,p023,"{""votes"":{""best_pick"":""B"",""borda_ranking"":[[""B""],[""A""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate B's hybrid strategy is closest to the private reference answer, which also suggests a balanced approach. Candidates C and D are riskier due to their one-sided recommendations, while A's approach is too extreme, recommending cutting burn without considering a hybrid strategy."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":20},{""candidate_id"":""B"",""cents"":60},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":20},""absolute_cents_total"":100}]"
"A,B,C,D",code,strict_allocation_invalid_after_retries:absolute_total:160,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p070,"{""votes"":{""signed_allocation_reason"":""Candidate A is closest to the private reference answer due to its concise and clear implementation, while Candidate C is farthest due to its unnecessary use of two pointers. Candidate B and D are also good but less concise than A. Candidate C's approach is riskier due to potential off-by-one errors with the two pointers."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":40},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-30},{""candidate_id"":""D"",""cents"":60}],""absolute_cents_total"":100,""borda_ranking"":[[""A""],[""B""],[""D""],[""C""]],""best_pick"":""A""}}"
"A,B,C,D",writing,strict_allocation_invalid_after_retries:absolute_total:130;reported_absolute_total:130,normal_03,meta-llama/Llama-3.1-8B-Instruct::normal_03,meta-llama/Llama-3.1-8B-Instruct,p010,"{""votes"":{""best_pick"":""C"",""borda_ranking"":[[""C""],[""A""],[""B""],[""D""]],""signed_allocation_cents"":[{""candidate_id"":""C"",""cents"":50},{""candidate_id"":""A"",""cents"":20},{""candidate_id"":""B"",""cents"":15},{""candidate_id"":""D"",""cents"":-45}],""absolute_cents_total"":130}}"
"A,B,C,D",business_advice,strict_allocation_invalid_after_retries:expected_4_allocation_items_got_5;unexpected_candidate:;absolute_total:120,normal_01,meta-llama/Llama-3.1-8B-Instruct::normal_01,meta-llama/Llama-3.1-8B-Instruct,p076,"{""votes"":{""best_pick"":""A"",""signed_allocation_reason"":""Candidate A is closest to the private reference answer as it addresses the lack of engagement and delivery experience, which are key factors in the private reference answer. Candidate B is also a strong contender, but its focus on interest survey and personalized recommendations is not as comprehensive as Candidate A. Candidates C and D have some good ideas, but their approaches are more fragmented and less well-rounded compared to the top two candidates. "",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":30},{""absolute_cents_total"":80}],""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""absolute_cents_total"":100}}"
"A,B,C,D",business_advice,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p036,"{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":-60},""absolute_cents_total"":100}}"
"A,B,C,D",factual_qa,strict_allocation_invalid_after_retries:absolute_total:160,normal_04,meta-llama/Llama-3.1-8B-Instruct::normal_04,meta-llama/Llama-3.1-8B-Instruct,p050,"{""votes"":{""signed_allocation_reason"":""Candidate A is closest to the private reference answer, while Candidate C is farthest due to its incomplete explanation of the manufacturing process. Candidates B and D are similar in quality, but D's explanation is slightly more concise and clear. Candidate C's incomplete explanation and lack of discussion on side effects and viral contamination risk make it the riskiest option."",
""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":40},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-30},{""candidate_id"":""D"",""cents"":60}],
""absolute_cents_total"":100,
""best_pick"":""A"",
""borda_ranking"":[[""A""],[""B""],[""D""],[""C""]]}}"
"A,B,C,D",business_advice,strict_allocation_invalid_after_retries:absolute_total:120,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p021,"{""votes"":{""best_pick"":""A"",""signed_allocation_reason"":""Candidate A is closest to the private reference answer in terms of providing a clear and actionable plan, while Candidate B and Candidate C offer some good ideas but lack a comprehensive approach, and Candidate D's plan is too vague and lacks specific details. Candidate A's plan is well-structured and addresses multiple aspects of increasing morning sales, including marketing, staffing, and customer engagement, making it the most well-rounded and effective solution."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":30}],""absolute_cents_total"":100,""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]]}}"
"A,B,C,D",business_advice,strict_allocation_invalid_after_retries:invalid_json:JSONDecodeError,normal_03,meta-llama/Llama-3.1-8B-Instruct::normal_03,meta-llama/Llama-3.1-8B-Instruct,p024,"{""votes"":{""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A is closest to my private reference answer as it addresses multiple aspects of the problem, including trust, engagement, and post-purchase support. Candidate B is a close second, but its focus on navigation and CTAs is too narrow. Candidates C and D have some good ideas, but they are not as comprehensive as A and B. "",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":50},{""candidate_id"":""B"",""cents"":30},{""candidate_id"":""C"",""cents"":-20},{""candidate_id"":""D"",""cents"":0},{""absolute_cents_total"":100,""best_pick"":""A""}}"
"A,B,C,D",factual_qa,strict_allocation_invalid_after_retries:absolute_total:120,normal_02,meta-llama/Llama-3.1-8B-Instruct::normal_02,meta-llama/Llama-3.1-8B-Instruct,p001,"{""votes"": {
  ""signed_allocation_reason"": ""Candidates A and D are closest to the private reference answer, as they accurately describe the roles of the Moon, Sun, and Earth's rotation in causing ocean tides. Candidate B is also a strong contender, but its explanation is slightly less comprehensive. Candidate C's explanation is the riskiest, as it inaccurately states that the Moon's strong gravitational force creates high tides, whereas the combined force of the Moon and Sun creates high tides."",
  ""signed_allocation_cents"": [
    {""candidate_id"": ""A"", ""cents"": 50},
    {""candidate_id"": ""B"", ""cents"": 20},
    {""candidate_id"": ""C"", ""cents"": -20},
    {""candidate_id"": ""D"", ""cents"": 30}
  ],
  ""absolute_cents_total"": 100,
  ""best_pick"": ""A"",
  ""borda_ranking"": [[""A""],[""B""],[""D""],[""C""]]
}}"
