candidate_rows,evaluator_id,is_flat,prompt_id,unique_scores
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p024,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p026,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p026,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p027,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p028,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p028,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p028,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p030,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p030,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p030,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p030,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p031,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p032,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p033,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p033,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p034,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p035,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p035,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p036,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p036,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p036,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p037,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p037,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p038,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p038,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p039,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p039,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p040,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p040,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p040,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p041,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p041,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p042,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p042,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p043,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p043,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p043,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p044,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p044,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p044,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p044,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p045,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p045,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p045,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p046,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p046,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p046,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p047,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p047,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p047,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p047,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p048,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p048,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p048,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p048,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p049,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p050,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p051,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p051,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p052,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p053,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p053,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p054,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p054,2
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p056,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p056,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p058,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p059,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p059,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p060,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p061,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p062,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p062,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p062,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p063,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p065,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p065,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p066,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p066,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p067,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p068,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p068,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p069,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p069,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p069,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p070,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p070,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p071,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p071,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p071,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p071,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p072,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p073,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p073,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p073,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p074,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p074,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p075,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p075,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p075,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p075,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p076,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p077,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p077,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p077,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p078,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p079,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p080,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p080,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p080,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p081,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p081,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p082,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p083,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p083,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p085,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p085,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p085,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p088,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p088,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p089,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p090,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p090,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p091,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p091,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p092,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p092,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p093,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p094,3
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p094,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p094,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p095,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p096,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p096,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p096,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p097,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p097,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p097,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p098,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p099,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_02,False,p099,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_03,False,p099,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_04,False,p099,4
4,meta-llama/Llama-3.1-8B-Instruct::normal_01,False,p100,4
