allocation,best_pick_vote,borda_points,candidate_id,domain,evaluator,prompt_id
0.0,0.0,0.0,D,factual_qa,meta-llama/Llama-3.1-8B-Instruct::normal_03,p004
0.4,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p005
0.3,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p005
-0.3,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p005
0.0,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p005
0.4,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p005
0.3,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p005
-0.3,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p005
0.0,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p005
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p005
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p005
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p005
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p005
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p005
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p005
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p005
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p005
0.4,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p006
0.3,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p006
-0.3,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p006
0.0,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p006
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p006
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p006
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p006
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p006
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p007
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p007
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p007
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_01,p007
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p007
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p007
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p007
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_02,p007
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p007
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p007
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p007
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p007
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p007
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p007
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p007
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p007
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p008
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p008
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p008
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p008
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p008
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p008
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p008
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_04,p008
0.45,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p009
0.15,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p009
-0.25,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p009
-0.15,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p009
0.45,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p009
0.15,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p009
-0.25,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p009
-0.15,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p009
0.45,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p011
0.15,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p011
-0.25,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p011
-0.15,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p011
0.4,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p012
0.3,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p012
-0.3,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p012
0.0,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p012
0.45,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p012
0.15,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p012
-0.25,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p012
-0.15,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_02,p012
0.5,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p012
0.25,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p012
-0.25,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p012
0.0,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p012
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p013
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p013
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p013
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p013
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p013
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p013
-0.25,0.0,0.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p013
-0.15,0.0,1.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p013
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p013
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p013
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p013
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p013
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p014
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p014
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p014
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_02,p014
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p015
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p015
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p015
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_01,p015
0.4,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p015
0.3,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p015
-0.3,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p015
0.0,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_03,p015
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p015
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p015
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p015
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p015
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p016
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p016
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p016
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p016
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p017
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p017
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p017
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p017
0.4,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p017
0.3,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p017
0.15,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p017
0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p017
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p017
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p017
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p017
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p017
0.4,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p017
0.3,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p017
-0.3,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p017
0.0,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p017
0.4,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p018
0.3,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p018
-0.3,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p018
0.0,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p018
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p018
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p018
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p018
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_03,p018
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p019
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p019
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p019
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p019
0.4,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p020
0.3,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p020
-0.3,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p020
0.0,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_01,p020
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p020
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p020
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p020
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p020
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p020
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p020
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p020
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p020
0.45,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p021
0.15,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p021
-0.25,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p021
-0.15,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p021
0.45,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p021
0.15,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p021
-0.25,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p021
-0.15,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p021
0.4,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p022
0.3,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p022
-0.3,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p022
0.0,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p022
0.4,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p022
0.3,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p022
-0.3,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p022
0.0,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p022
0.4,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p023
0.3,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p023
-0.2,0.0,0.5,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p023
-0.1,0.0,0.5,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p023
0.45,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p023
0.15,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p023
-0.25,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p023
-0.15,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p023
0.45,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p024
0.15,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p024
-0.25,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p024
-0.15,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p024
0.4,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p024
0.3,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p024
-0.3,0.0,0.5,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p024
0.0,0.0,0.5,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_04,p024
0.45,1.0,3.0,A,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_01,p026
0.15,0.0,2.0,B,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_01,p026
-0.25,0.0,1.0,C,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_01,p026
-0.15,0.0,0.0,D,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_01,p026
0.45,1.0,3.0,A,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_03,p026
0.15,0.0,2.0,B,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_03,p026
-0.25,0.0,1.0,C,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_03,p026
-0.15,0.0,0.0,D,instruction_following,meta-llama/Llama-3.1-8B-Instruct::normal_03,p026
0.45,1.0,3.0,A,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p027
0.15,0.0,2.0,B,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p027
-0.25,0.0,1.0,C,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p027
-0.15,0.0,0.0,D,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p027
0.45,1.0,3.0,A,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_01,p028
0.15,0.0,2.0,B,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_01,p028
-0.25,0.0,1.0,C,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_01,p028
-0.15,0.0,0.0,D,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_01,p028
0.5,1.0,3.0,A,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p028
0.25,0.0,2.0,B,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p028
-0.25,0.0,1.0,C,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p028
0.0,0.0,0.0,D,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_03,p028
0.45,1.0,3.0,A,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_04,p028
0.15,0.0,2.0,B,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_04,p028
-0.25,0.0,1.0,C,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_04,p028
-0.15,0.0,0.0,D,analysis,meta-llama/Llama-3.1-8B-Instruct::normal_04,p028
0.45,1.0,3.0,A,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_01,p030
0.15,0.0,2.0,B,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_01,p030
-0.25,0.0,1.0,C,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_01,p030
-0.15,0.0,0.0,D,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_01,p030
0.45,1.0,3.0,A,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_02,p030
0.15,0.0,2.0,B,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_02,p030
-0.25,0.0,1.0,C,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_02,p030
-0.15,0.0,0.0,D,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_02,p030
0.45,1.0,3.0,A,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_03,p030
0.15,0.0,2.0,B,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_03,p030
-0.25,0.0,1.0,C,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_03,p030
-0.15,0.0,0.0,D,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_03,p030
0.4,1.0,3.0,A,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_04,p030
0.3,0.0,2.0,B,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_04,p030
-0.3,0.0,0.5,C,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_04,p030
0.0,0.0,0.5,D,ethics_policy,meta-llama/Llama-3.1-8B-Instruct::normal_04,p030
0.45,1.0,3.0,A,factual_qa,meta-llama/Llama-3.1-8B-Instruct::normal_02,p031
0.15,0.0,2.0,B,factual_qa,meta-llama/Llama-3.1-8B-Instruct::normal_02,p031
-0.25,0.0,1.0,C,factual_qa,meta-llama/Llama-3.1-8B-Instruct::normal_02,p031
-0.15,0.0,0.0,D,factual_qa,meta-llama/Llama-3.1-8B-Instruct::normal_02,p031
0.45,1.0,3.0,A,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p032
0.15,0.0,2.0,B,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p032
-0.25,0.0,1.0,C,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p032
-0.15,0.0,0.0,D,reasoning,meta-llama/Llama-3.1-8B-Instruct::normal_03,p032
0.4,1.0,2.5,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p033
0.15,0.0,1.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p033
0.3,0.0,2.5,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p033
0.15,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_01,p033
0.45,1.0,3.0,A,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p033
0.15,0.0,2.0,B,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p033
-0.25,0.0,1.0,C,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p033
-0.15,0.0,0.0,D,writing,meta-llama/Llama-3.1-8B-Instruct::normal_04,p033
0.45,1.0,3.0,A,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p034
0.15,0.0,2.0,B,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p034
-0.25,0.0,1.0,C,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p034
-0.15,0.0,0.0,D,safety,meta-llama/Llama-3.1-8B-Instruct::normal_04,p034
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p035
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p035
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p035
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_02,p035
0.45,1.0,3.0,A,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p035
0.15,0.0,2.0,B,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p035
-0.25,0.0,1.0,C,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p035
-0.15,0.0,0.0,D,code,meta-llama/Llama-3.1-8B-Instruct::normal_04,p035
0.4,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_01,p036
0.3,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_01,p036
0.15,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_01,p036
0.15,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_01,p036
0.45,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p036
0.15,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p036
-0.25,0.0,1.0,C,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p036
-0.15,0.0,0.0,D,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_02,p036
0.5,1.0,3.0,A,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p036
0.2,0.0,2.0,B,business_advice,meta-llama/Llama-3.1-8B-Instruct::normal_03,p036
