comparison,prompt_id,evaluator_id,any_polarity_changed,any_borda_changed,any_best_pick_changed,all_allocations_exact_same,all_magnitudes_same,allocation_l1_change
anchoring_effect,p008,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.30000000000000004
anchoring_effect,p008,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.5
anchoring_effect,p008,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.0
anchoring_effect,p008,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.5
anchoring_effect,p009,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.49999999999999994
anchoring_effect,p009,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.2
anchoring_effect,p009,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.09999999999999998
anchoring_effect,p009,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.39999999999999997
anchoring_effect,p010,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.9
anchoring_effect,p010,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.8
anchoring_effect,p010,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.8999999999999999
anchoring_effect,p010,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.1
anchoring_effect,p011,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,1.4
anchoring_effect,p011,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,1.2
anchoring_effect,p011,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,1.1
anchoring_effect,p012,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,True,True,True,0.0
anchoring_effect,p012,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.6
anchoring_effect,p012,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.09999999999999998
anchoring_effect,p012,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.9
anchoring_effect,p013,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.4
anchoring_effect,p013,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.7000000000000001
anchoring_effect,p013,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.8
anchoring_effect,p013,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.39999999999999997
anchoring_effect,p014,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.7000000000000001
anchoring_effect,p014,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.5
anchoring_effect,p014,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
anchoring_effect,p014,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.19999999999999998
anchoring_effect,p015,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,True,False,False,0.09999999999999998
anchoring_effect,p015,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,True,True,0.0
anchoring_effect,p015,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.19999999999999998
anchoring_effect,p015,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
anchoring_effect,p016,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.0
anchoring_effect,p017,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.3
anchoring_effect,p017,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.1
anchoring_effect,p017,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.5
anchoring_effect,p017,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.29999999999999993
anchoring_effect,p018,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.9
anchoring_effect,p018,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.5
anchoring_effect,p018,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.3
anchoring_effect,p018,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,True,0.3
anchoring_effect,p019,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.9000000000000001
anchoring_effect,p019,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.3
anchoring_effect,p019,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.3
anchoring_effect,p019,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.3
anchoring_effect,p020,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,True,False,False,0.19999999999999998
anchoring_effect,p020,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,True,False,False,0.5
anchoring_effect,p020,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.6000000000000001
anchoring_effect,p020,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.3
anchoring_effect,p021,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.2
anchoring_effect,p021,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.39999999999999997
anchoring_effect,p021,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.19999999999999998
anchoring_effect,p021,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.1
anchoring_effect,p022,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.39999999999999997
anchoring_effect,p022,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.4
anchoring_effect,p022,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.8
anchoring_effect,p022,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.3
anchoring_effect,p023,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,0.6
anchoring_effect,p023,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.6
anchoring_effect,p023,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.0
anchoring_effect,p023,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.2
anchoring_effect,p024,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.9000000000000001
anchoring_effect,p024,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.7
anchoring_effect,p024,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,1.2
anchoring_effect,p024,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.0
anchoring_effect,p025,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.19999999999999998
anchoring_effect,p025,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.2
anchoring_effect,p025,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.8999999999999999
anchoring_effect,p025,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.49999999999999994
anchoring_effect,p026,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.09999999999999998
anchoring_effect,p026,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.19999999999999996
anchoring_effect,p026,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,True,True,0.0
anchoring_effect,p026,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.09999999999999999
anchoring_effect,p027,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.39999999999999997
anchoring_effect,p027,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,True,False,False,0.30000000000000004
anchoring_effect,p027,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.8
anchoring_effect,p027,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.2
anchoring_effect,p028,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.7000000000000001
anchoring_effect,p028,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.09999999999999999
anchoring_effect,p028,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.0
anchoring_effect,p028,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.5999999999999999
anchoring_effect,p029,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
anchoring_effect,p029,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.2
anchoring_effect,p029,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.6000000000000001
anchoring_effect,p029,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.7000000000000001
anchoring_effect,p030,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.7
anchoring_effect,p030,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,True,False,False,0.09999999999999998
anchoring_effect,p030,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
anchoring_effect,p030,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.6000000000000001
anchoring_effect,p031,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.2999999999999999
anchoring_effect,p031,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.7999999999999999
anchoring_effect,p031,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.20000000000000004
anchoring_effect,p031,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.09999999999999998
anchoring_effect,p032,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.4
anchoring_effect,p032,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.5
anchoring_effect,p032,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.30000000000000004
anchoring_effect,p032,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.1
anchoring_effect,p033,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,True,True,0.0
anchoring_effect,p033,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
anchoring_effect,p033,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,True,True,0.0
anchoring_effect,p033,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.5
anchoring_effect,p034,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.1
anchoring_effect,p034,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.09999999999999998
anchoring_effect,p034,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
anchoring_effect,p034,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.3
anchoring_effect,p035,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.20000000000000004
anchoring_effect,p035,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,False,0.5
anchoring_effect,p035,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.30000000000000004
anchoring_effect,p035,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999998
anchoring_effect,p036,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.19999999999999998
anchoring_effect,p036,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.19999999999999996
anchoring_effect,p036,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.20000000000000004
anchoring_effect,p037,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.4
anchoring_effect,p037,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.0
anchoring_effect,p037,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,True,False,False,0.09999999999999999
anchoring_effect,p038,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.9000000000000001
anchoring_effect,p038,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.8999999999999999
anchoring_effect,p038,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
anchoring_effect,p038,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,0.4
anchoring_effect,p039,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.0
anchoring_effect,p039,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.5
anchoring_effect,p039,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.09999999999999998
anchoring_effect,p039,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.5
anchoring_effect,p040,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.6
anchoring_effect,p040,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.49999999999999994
anchoring_effect,p040,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.1
anchoring_effect,p040,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.3
anchoring_effect,p041,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,True,True,0.0
anchoring_effect,p041,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,True,0.8
anchoring_effect,p041,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.9
anchoring_effect,p041,Qwen/Qwen2.5-7B-Instruct::normal_04,True,False,False,False,False,1.0
anchoring_effect,p042,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.5999999999999999
anchoring_effect,p042,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,True,0.6
anchoring_effect,p042,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.2
anchoring_effect,p043,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8
anchoring_effect,p043,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,True,False,False,0.19999999999999998
anchoring_effect,p043,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.0
anchoring_effect,p043,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.09999999999999998
anchoring_effect,p044,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,True,False,False,0.09999999999999998
anchoring_effect,p044,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.09999999999999998
anchoring_effect,p044,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
anchoring_effect,p044,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.09999999999999998
anchoring_effect,p045,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.7999999999999999
anchoring_effect,p045,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.9000000000000001
anchoring_effect,p045,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.6000000000000001
anchoring_effect,p045,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,True,False,False,0.5
anchoring_effect,p046,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.1
anchoring_effect,p046,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.7
anchoring_effect,p046,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.9000000000000001
anchoring_effect,p046,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.6
anchoring_effect,p047,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8
anchoring_effect,p047,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,2.0
anchoring_effect,p047,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.4
anchoring_effect,p047,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.0
anchoring_effect,p048,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.7
anchoring_effect,p048,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,True,False,False,0.3
anchoring_effect,p048,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.0
anchoring_effect,p049,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,True,False,False,0.3
anchoring_effect,p049,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.0
anchoring_effect,p049,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.4
anchoring_effect,p049,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.5
anchoring_effect,p050,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.2
anchoring_effect,p050,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999998
anchoring_effect,p051,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.29999999999999993
anchoring_effect,p051,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,False,False,0.4
anchoring_effect,p051,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,True,False,False,0.29999999999999993
anchoring_effect,p052,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8999999999999999
anchoring_effect,p052,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.2
anchoring_effect,p052,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.9
anchoring_effect,p052,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,1.0
anchoring_effect,p053,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.4
anchoring_effect,p053,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.30000000000000004
anchoring_effect,p053,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,False,False,0.30000000000000004
anchoring_effect,p053,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.49999999999999994
anchoring_effect,p054,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8999999999999999
anchoring_effect,p054,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,1.2
anchoring_effect,p054,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,2.0
anchoring_effect,p054,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.7
anchoring_effect,p055,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,0.8
anchoring_effect,p055,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.1
anchoring_effect,p055,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.09999999999999998
anchoring_effect,p055,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.9000000000000001
anchoring_effect,p056,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,True,True,0.0
anchoring_effect,p056,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
anchoring_effect,p056,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.29999999999999993
anchoring_effect,p057,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.7
anchoring_effect,p057,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,False,False,0.19999999999999998
anchoring_effect,p058,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,2.0
anchoring_effect,p058,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.3
anchoring_effect,p058,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.7
anchoring_effect,p059,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,0.5
anchoring_effect,p059,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,1.7
anchoring_effect,p059,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,0.8
anchoring_effect,p059,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.19999999999999996
anchoring_effect,p060,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.2
anchoring_effect,p060,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.1
anchoring_effect,p060,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.2
anchoring_effect,p061,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,False,False,0.1
anchoring_effect,p061,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,True,True,0.0
anchoring_effect,p061,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,1.1
anchoring_effect,p061,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,1.1
anchoring_effect,p062,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.1
anchoring_effect,p062,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,True,False,False,2.0
anchoring_effect,p063,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,False,False,False,1.5
anchoring_effect,p063,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.8
anchoring_effect,p063,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,1.4
anchoring_effect,p063,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,1.3
anchoring_effect,p064,Qwen/Qwen2.5-7B-Instruct::normal_02,True,False,False,False,True,0.3
anchoring_effect,p064,Qwen/Qwen2.5-7B-Instruct::normal_03,False,True,False,False,False,0.1
anchoring_effect,p064,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.3
anchoring_effect,p065,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,True,True,0.0
anchoring_effect,p065,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.30000000000000004
anchoring_effect,p065,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.6000000000000001
anchoring_effect,p066,Qwen/Qwen2.5-7B-Instruct::normal_01,True,False,False,False,False,1.5
anchoring_effect,p066,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.8
anchoring_effect,p066,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.6
anchoring_effect,p066,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,True,True,True,0.0
anchoring_effect,p067,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.5
anchoring_effect,p067,Qwen/Qwen2.5-7B-Instruct::normal_02,False,True,False,True,True,0.0
anchoring_effect,p067,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,False,0.8
anchoring_effect,p067,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.19999999999999998
anchoring_effect,p068,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.6
anchoring_effect,p068,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,True,False,False,0.5
anchoring_effect,p069,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.2
anchoring_effect,p069,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,True,False,False,0.9
anchoring_effect,p069,Qwen/Qwen2.5-7B-Instruct::normal_04,True,True,False,False,False,0.9
anchoring_effect,p070,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
anchoring_effect,p070,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.7
anchoring_effect,p070,Qwen/Qwen2.5-7B-Instruct::normal_03,True,True,False,False,True,0.5
anchoring_effect,p070,Qwen/Qwen2.5-7B-Instruct::normal_04,False,False,False,True,True,0.0
anchoring_effect,p071,Qwen/Qwen2.5-7B-Instruct::normal_01,False,False,False,True,True,0.0
anchoring_effect,p071,Qwen/Qwen2.5-7B-Instruct::normal_02,True,True,False,False,False,0.7
anchoring_effect,p071,Qwen/Qwen2.5-7B-Instruct::normal_03,True,False,False,False,False,0.5000000000000001
anchoring_effect,p071,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,False,False,0.2
anchoring_effect,p072,Qwen/Qwen2.5-7B-Instruct::normal_01,False,True,False,False,False,0.39999999999999997
anchoring_effect,p072,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.09999999999999998
anchoring_effect,p072,Qwen/Qwen2.5-7B-Instruct::normal_03,False,False,False,True,True,0.0
anchoring_effect,p072,Qwen/Qwen2.5-7B-Instruct::normal_04,False,True,False,True,True,0.0
anchoring_effect,p073,Qwen/Qwen2.5-7B-Instruct::normal_01,True,True,True,False,False,1.0
anchoring_effect,p073,Qwen/Qwen2.5-7B-Instruct::normal_02,False,False,False,False,False,0.2
