allocation,best_pick_vote,borda_points,candidate_id,domain,evaluator,prompt_id
0.45,1.0,3.0,A,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_03,p008
0.25,0.0,2.0,B,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_03,p008
-0.15,0.0,0.5,C,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_03,p008
-0.15,0.0,0.5,D,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_03,p008
0.45,1.0,3.0,A,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_04,p008
0.15,0.0,1.0,B,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_04,p008
-0.25,0.0,1.0,C,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_04,p008
-0.15,0.0,1.0,D,reasoning,Qwen/Qwen2.5-7B-Instruct::normal_04,p008
0.45,1.0,3.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p009
0.25,0.0,2.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p009
-0.15,0.0,0.5,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p009
-0.15,0.0,0.5,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p009
0.45,1.0,3.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p009
0.25,0.0,2.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p009
-0.15,0.0,0.5,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p009
-0.15,0.0,0.5,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p009
0.45,1.0,3.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p009
0.3,0.0,2.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p009
-0.1,0.0,0.5,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p009
-0.15,0.0,0.5,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p009
0.4,0.0,2.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p009
0.35,1.0,3.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p009
-0.15,0.0,0.5,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p009
-0.1,0.0,0.5,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p009
0.3,0.0,1.5,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p010
0.2,0.0,1.5,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p010
0.45,1.0,3.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p010
-0.05,0.0,0.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p010
-0.15,0.0,0.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p010
0.0,0.0,1.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p010
0.45,1.0,3.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p010
0.4,0.0,2.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p010
-0.15,0.0,0.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p010
0.0,0.0,1.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p010
0.45,1.0,3.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p010
0.4,0.0,2.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p010
0.0,0.0,1.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p010
0.15,0.0,2.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p010
-0.25,0.0,0.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p010
0.6,1.0,3.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p010
0.0,0.0,1.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p011
-0.15,0.0,2.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p011
0.45,1.0,3.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p011
-0.4,0.0,0.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p011
0.45,1.0,0.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p011
0.25,0.0,1.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p011
-0.15,0.0,2.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p011
-0.15,0.0,3.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p011
0.25,0.0,1.5,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p011
0.2,0.0,1.5,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p011
0.4,1.0,3.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p011
-0.15,0.0,0.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p011
0.0,0.0,0.5,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p011
0.0,0.0,0.5,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p011
0.45,1.0,3.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p011
-0.55,0.0,2.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p011
0.45,0.0,1.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p012
0.3,0.0,2.0,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p012
-0.15,0.0,0.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p012
-0.1,1.0,3.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_01,p012
0.0,0.0,0.0,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p012
0.25,0.0,1.5,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p012
0.25,0.0,1.5,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p012
0.5,1.0,3.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_02,p012
-0.15,0.0,1.5,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p012
-0.15,0.0,1.5,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p012
-0.3,0.0,0.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p012
0.4,1.0,3.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_03,p012
0.15,0.0,1.5,A,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p012
0.15,0.0,1.5,B,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p012
-0.25,0.0,0.0,C,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p012
0.45,1.0,3.0,D,writing,Qwen/Qwen2.5-7B-Instruct::normal_04,p012
0.0,0.0,0.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p013
-0.15,0.0,2.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p013
0.45,1.0,3.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p013
-0.4,0.0,1.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p013
0.45,0.0,1.5,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p013
0.15,0.0,1.5,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p013
-0.25,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p013
-0.15,1.0,3.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p013
0.45,1.0,3.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p013
0.25,0.0,1.5,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p013
-0.15,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p013
-0.15,0.0,1.5,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p013
0.4,1.0,3.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p013
0.2,0.0,1.5,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p013
-0.2,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p013
0.2,0.0,1.5,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p013
0.45,0.0,1.5,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p014
0.3,0.0,1.5,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p014
0.2,1.0,3.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p014
-0.05,0.0,0.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p014
0.0,0.0,1.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p014
0.45,1.0,3.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p014
-0.25,0.0,2.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p014
-0.3,0.0,0.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p014
0.3,0.0,2.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p014
0.15,0.0,1.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p014
0.45,1.0,3.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p014
0.1,0.0,0.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p014
0.45,1.0,3.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p014
0.25,0.0,2.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p014
-0.15,0.0,0.5,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p014
-0.15,0.0,0.5,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p014
0.45,0.0,2.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p015
0.3,1.0,3.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p015
-0.15,0.0,1.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p015
-0.1,0.0,0.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_01,p015
0.45,0.0,1.5,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p015
0.3,0.0,1.5,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p015
0.2,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p015
0.05,1.0,3.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p015
0.45,0.0,1.5,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p015
0.3,0.0,1.5,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p015
-0.1,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p015
-0.15,1.0,3.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p015
0.4,1.0,3.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p015
0.3,0.0,2.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p015
-0.15,0.0,0.5,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p015
-0.15,0.0,0.5,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_04,p015
0.15,0.0,1.5,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p016
0.45,1.0,3.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p016
-0.25,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p016
-0.15,0.0,1.5,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_02,p016
-0.1,0.0,1.0,A,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p016
0.3,0.0,2.0,B,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p016
-0.2,0.0,0.0,C,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p016
0.4,1.0,3.0,D,safety,Qwen/Qwen2.5-7B-Instruct::normal_03,p016
0.4,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p017
0.3,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p017
-0.25,0.0,0.5,C,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p017
-0.05,0.0,0.5,D,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p017
0.0,0.0,0.5,A,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p017
0.25,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p017
-0.25,0.0,0.5,C,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p017
0.5,1.0,3.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p017
0.0,0.0,1.5,A,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p017
0.0,0.0,1.5,B,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p017
-0.25,0.0,0.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p017
0.75,1.0,3.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p017
0.4,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p017
0.3,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p017
-0.2,0.0,0.5,C,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p017
-0.1,0.0,0.5,D,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p017
0.4,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p018
0.25,0.0,1.5,B,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p018
0.15,0.0,1.5,C,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p018
0.2,0.0,0.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p018
0.45,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p018
0.25,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p018
0.15,0.0,1.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p018
-0.15,0.0,0.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p018
0.0,0.0,1.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p018
0.0,0.0,1.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p018
0.0,0.0,1.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p018
1.0,1.0,3.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p018
0.45,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p018
0.15,0.0,1.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p018
-0.25,0.0,1.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p018
-0.15,0.0,1.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p018
0.45,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p019
0.1,0.0,0.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p019
0.3,0.0,2.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p019
0.15,0.0,1.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p019
0.5,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p019
0.25,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p019
-0.15,0.0,0.5,C,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p019
-0.1,0.0,0.5,D,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p019
0.45,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p019
0.25,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p019
0.1,0.0,1.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p019
-0.2,0.0,0.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_03,p019
0.25,0.0,2.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p019
0.0,0.0,1.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p019
0.5,1.0,3.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p019
-0.25,0.0,0.0,D,code,Qwen/Qwen2.5-7B-Instruct::normal_04,p019
0.4,1.0,3.0,A,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p020
0.25,0.0,2.0,B,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p020
-0.15,0.0,0.5,C,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p020
-0.2,0.0,0.5,D,code,Qwen/Qwen2.5-7B-Instruct::normal_01,p020
0.3,0.0,1.5,A,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p020
0.2,0.0,1.5,B,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p020
-0.1,0.0,0.0,C,code,Qwen/Qwen2.5-7B-Instruct::normal_02,p020
