domain,method,prompt_id,scores_json,selection,selector_consensus_share,selector_repeats
reasoning,direct_signed_allocation,p055,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_best_pick,p056,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p056,"{""A"": 3.0, ""B"": 1.375, ""C"": 0.25, ""D"": 1.375}",A,,
reasoning,direct_signed_allocation,p056,"{""A"": 0.95, ""B"": 0.025, ""C"": 0.0125, ""D"": 0.0125}",A,,
reasoning,direct_best_pick,p057,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p057,"{""A"": 3.0, ""B"": 1.25, ""C"": 0.25, ""D"": 1.5}",A,,
reasoning,direct_signed_allocation,p057,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_best_pick,p058,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p058,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.75, ""D"": 0.25}",A,,
writing,direct_signed_allocation,p058,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_best_pick,p059,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p059,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.25, ""D"": 0.875}",A,,
writing,direct_signed_allocation,p059,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_best_pick,p060,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p060,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.25, ""D"": 0.75}",A,,
writing,direct_signed_allocation,p060,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_best_pick,p061,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p061,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.75, ""D"": 0.25}",A,,
writing,direct_signed_allocation,p061,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_best_pick,p062,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p062,"{""A"": 3.0, ""B"": 1.75, ""C"": 0.875, ""D"": 0.375}",A,,
writing,direct_signed_allocation,p062,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_best_pick,p063,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p063,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.25, ""D"": 0.875}",A,,
writing,direct_signed_allocation,p063,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_best_pick,p064,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p064,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.25, ""D"": 0.875}",A,,
safety,direct_signed_allocation,p064,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_best_pick,p065,"{""A"": 0.25, ""B"": 0.5, ""C"": 0.25, ""D"": 0.0}",B,,
safety,direct_borda,p065,"{""A"": 1.5, ""B"": 2.375, ""C"": 1.5, ""D"": 0.625}",B,,
safety,direct_signed_allocation,p065,"{""A"": 0.3625, ""B"": 0.375, ""C"": 0.15, ""D"": 0.0625}",B,,
safety,direct_best_pick,p066,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p066,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.75, ""D"": 0.375}",A,,
safety,direct_signed_allocation,p066,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_best_pick,p067,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p067,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.5, ""D"": 0.625}",A,,
safety,direct_signed_allocation,p067,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_best_pick,p068,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p068,"{""A"": 3.0, ""B"": 0.875, ""C"": 1.0, ""D"": 1.125}",A,,
safety,direct_signed_allocation,p068,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_best_pick,p069,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p069,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.5, ""D"": 0.625}",A,,
safety,direct_signed_allocation,p069,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_best_pick,p070,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p070,"{""A"": 3.0, ""B"": 1.875, ""C"": 0.75, ""D"": 0.375}",A,,
code,direct_signed_allocation,p070,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_best_pick,p071,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p071,"{""A"": 3.0, ""B"": 1.5, ""C"": 0.75, ""D"": 0.75}",A,,
code,direct_signed_allocation,p071,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_best_pick,p072,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.25, ""D"": 0.0}",A,,
code,direct_borda,p072,"{""A"": 2.75, ""B"": 1.375, ""C"": 1.25, ""D"": 0.625}",A,,
code,direct_signed_allocation,p072,"{""A"": 0.825, ""B"": 0.0, ""C"": 0.15, ""D"": 0.025}",A,,
code,direct_best_pick,p073,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p073,"{""A"": 3.0, ""B"": 1.75, ""C"": 1.0, ""D"": 0.25}",A,,
code,direct_signed_allocation,p073,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_best_pick,p074,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p074,"{""A"": 3.0, ""B"": 1.0, ""C"": 1.0, ""D"": 1.0}",A,,
code,direct_signed_allocation,p074,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_best_pick,p075,"{""A"": 0.5, ""B"": 0.25, ""C"": 0.25, ""D"": 0.0}",A,,
code,direct_borda,p075,"{""A"": 2.5, ""B"": 2.0, ""C"": 1.5, ""D"": 0.0}",A,,
code,direct_signed_allocation,p075,"{""A"": 0.621875, ""B"": 0.18125, ""C"": 0.134375, ""D"": -0.03125}",A,,
