allocation,best_pick_vote,borda_points,candidate_display_order,candidate_id,display_id,domain,evaluator,evaluator_id,evaluator_model,placeholder_reason,prompt_id,raw_output,reason,vote_repair_count,vote_repairs_json
0.1,0.0,0.0,"A,B,D,C",C,C,factual_qa,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p004,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""B""],[""A""],[""C""]],""signed_allocation_reason"":""Candidate D provides the most comprehensive and detailed explanation, covering all requested elements with clarity and sufficient depth, while the others are more concise but lack some detail."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":10},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":10},{""candidate_id"":""D"",""cents"":60}],""absolute_cents_total"":100}}
```","Candidate D provides the most comprehensive and detailed explanation, covering all requested elements with clarity and sufficient depth, while the others are more concise but lack some detail.",0,[]
0.6,1.0,3.0,"A,B,D,C",D,D,factual_qa,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p004,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""B""],[""A""],[""C""]],""signed_allocation_reason"":""Candidate D provides the most comprehensive and detailed explanation, covering all requested elements with clarity and sufficient depth, while the others are more concise but lack some detail."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":10},{""candidate_id"":""B"",""cents"":20},{""candidate_id"":""C"",""cents"":10},{""candidate_id"":""D"",""cents"":60}],""absolute_cents_total"":100}}
```","Candidate D provides the most comprehensive and detailed explanation, covering all requested elements with clarity and sufficient depth, while the others are more concise but lack some detail.",0,[]
1.0,1.0,3.0,"D,B,C,A",A,A,code,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p019,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions.",0,[]
0.0,0.0,2.0,"D,B,C,A",B,B,code,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p019,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions.",0,[]
0.0,0.0,1.0,"D,B,C,A",C,C,code,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p019,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions.",0,[]
0.0,0.0,0.0,"D,B,C,A",D,D,code,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p019,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is the most concise and correct solution, directly addressing the prompt's requirements without unnecessary complexity, while others add complexity or make questionable assumptions.",0,[]
0.0,0.0,0.0,"D,B,C,A",A,A,factual_qa,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p047,"```json
{""votes"":{""best_pick"":""C"",""borda_ranking"":[[""C""],[""D""],[""B""],[""A""]],""signed_allocation_reason"":""Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":100},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague.",0,[]
0.0,0.0,1.0,"D,B,C,A",B,B,factual_qa,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p047,"```json
{""votes"":{""best_pick"":""C"",""borda_ranking"":[[""C""],[""D""],[""B""],[""A""]],""signed_allocation_reason"":""Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":100},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague.",0,[]
1.0,1.0,3.0,"D,B,C,A",C,C,factual_qa,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p047,"```json
{""votes"":{""best_pick"":""C"",""borda_ranking"":[[""C""],[""D""],[""B""],[""A""]],""signed_allocation_reason"":""Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":100},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague.",0,[]
0.0,0.0,2.0,"D,B,C,A",D,D,factual_qa,normal_03,google/gemma-3-12b-it::normal_03,google/gemma-3-12b-it,False,p047,"```json
{""votes"":{""best_pick"":""C"",""borda_ranking"":[[""C""],[""D""],[""B""],[""A""]],""signed_allocation_reason"":""Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":100},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate C provides the most comprehensive and well-structured response, including a detailed origin and neuroscience explanation, while A is too brief and B is somewhat vague.",0,[]
0.3,0.0,2.0,"A,B,D,C",A,A,business_advice,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p078,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""A""],[""B""],[""C""]],""signed_allocation_reason"":""Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":30},{""candidate_id"":""B"",""cents"":10},{""candidate_id"":""C"",""cents"":5},{""candidate_id"":""D"",""cents"":55}],""absolute_cents_total"":100}}
```","Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity.",0,[]
0.1,0.0,1.0,"A,B,D,C",B,B,business_advice,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p078,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""A""],[""B""],[""C""]],""signed_allocation_reason"":""Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":30},{""candidate_id"":""B"",""cents"":10},{""candidate_id"":""C"",""cents"":5},{""candidate_id"":""D"",""cents"":55}],""absolute_cents_total"":100}}
```","Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity.",0,[]
0.05,0.0,0.0,"A,B,D,C",C,C,business_advice,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p078,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""A""],[""B""],[""C""]],""signed_allocation_reason"":""Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":30},{""candidate_id"":""B"",""cents"":10},{""candidate_id"":""C"",""cents"":5},{""candidate_id"":""D"",""cents"":55}],""absolute_cents_total"":100}}
```","Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity.",0,[]
0.55,1.0,3.0,"A,B,D,C",D,D,business_advice,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p078,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""A""],[""B""],[""C""]],""signed_allocation_reason"":""Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":30},{""candidate_id"":""B"",""cents"":10},{""candidate_id"":""C"",""cents"":5},{""candidate_id"":""D"",""cents"":55}],""absolute_cents_total"":100}}
```","Candidate D provides the most comprehensive and actionable plan with detailed measurement strategies, while A, B, and C offer less depth and specificity.",0,[]
0.0,0.0,1.0,"D,C,A,B",A,A,writing,normal_02,google/gemma-3-12b-it::normal_02,google/gemma-3-12b-it,False,p033,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""C""],[""A""],[""B""]],""signed_allocation_reason"":""Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":25},{""candidate_id"":""D"",""cents"":75}],""absolute_cents_total"":100}}
```","Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone.",0,[]
0.0,0.0,0.0,"D,C,A,B",B,B,writing,normal_02,google/gemma-3-12b-it::normal_02,google/gemma-3-12b-it,False,p033,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""C""],[""A""],[""B""]],""signed_allocation_reason"":""Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":25},{""candidate_id"":""D"",""cents"":75}],""absolute_cents_total"":100}}
```","Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone.",0,[]
0.25,0.0,2.0,"D,C,A,B",C,C,writing,normal_02,google/gemma-3-12b-it::normal_02,google/gemma-3-12b-it,False,p033,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""C""],[""A""],[""B""]],""signed_allocation_reason"":""Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":25},{""candidate_id"":""D"",""cents"":75}],""absolute_cents_total"":100}}
```","Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone.",0,[]
0.75,1.0,3.0,"D,C,A,B",D,D,writing,normal_02,google/gemma-3-12b-it::normal_02,google/gemma-3-12b-it,False,p033,"```json
{""votes"":{""best_pick"":""D"",""borda_ranking"":[[""D""],[""C""],[""A""],[""B""]],""signed_allocation_reason"":""Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":0},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":25},{""candidate_id"":""D"",""cents"":75}],""absolute_cents_total"":100}}
```","Candidate D offers the most actionable and supportive feedback, focusing on collaboration and specific improvements, while the others are either too vague or slightly negative in tone.",0,[]
1.0,1.0,3.0,"D,C,A,B",A,A,business_advice,normal_04,google/gemma-3-12b-it::normal_04,google/gemma-3-12b-it,False,p080,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response.",0,[]
0.0,0.0,2.0,"D,C,A,B",B,B,business_advice,normal_04,google/gemma-3-12b-it::normal_04,google/gemma-3-12b-it,False,p080,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response.",0,[]
0.0,0.0,1.0,"D,C,A,B",C,C,business_advice,normal_04,google/gemma-3-12b-it::normal_04,google/gemma-3-12b-it,False,p080,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response.",0,[]
0.0,0.0,0.0,"D,C,A,B",D,D,business_advice,normal_04,google/gemma-3-12b-it::normal_04,google/gemma-3-12b-it,False,p080,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B""],[""C""],[""D""]],""signed_allocation_reason"":""Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A provides a concise and balanced overview of diversification strategies, risks, and tradeoffs, making it the most practical and easily digestible response.",0,[]
1.0,1.0,3.0,"D,A,C,B",A,A,analysis,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p027,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B"",""C"",""D""]],""signed_allocation_reason"":""Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall.",0,[]
0.0,0.0,1.0,"D,A,C,B",B,B,analysis,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p027,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B"",""C"",""D""]],""signed_allocation_reason"":""Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall.",0,[]
0.0,0.0,1.0,"D,A,C,B",C,C,analysis,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p027,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B"",""C"",""D""]],""signed_allocation_reason"":""Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall.",0,[]
0.0,0.0,1.0,"D,A,C,B",D,D,analysis,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p027,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B"",""C"",""D""]],""signed_allocation_reason"":""Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is concise and provides reasonable explanations, while the others are overly verbose or have calculation errors, making A the strongest overall.",0,[]
1.0,1.0,3.0,"B,C,D,A",A,A,instruction_following,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p086,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B"",""D""],[""C""]],""signed_allocation_reason"":""Candidate A is the most concise and directly follows the prompt's instructions, while B and D are nearly identical and C adds unnecessary wording."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is the most concise and directly follows the prompt's instructions, while B and D are nearly identical and C adds unnecessary wording.",0,[]
0.0,0.0,1.5,"B,C,D,A",B,B,instruction_following,normal_01,google/gemma-3-12b-it::normal_01,google/gemma-3-12b-it,False,p086,"```json
{""votes"":{""best_pick"":""A"",""borda_ranking"":[[""A""],[""B"",""D""],[""C""]],""signed_allocation_reason"":""Candidate A is the most concise and directly follows the prompt's instructions, while B and D are nearly identical and C adds unnecessary wording."",""signed_allocation_cents"":[{""candidate_id"":""A"",""cents"":100},{""candidate_id"":""B"",""cents"":0},{""candidate_id"":""C"",""cents"":0},{""candidate_id"":""D"",""cents"":0}],""absolute_cents_total"":100}}
```","Candidate A is the most concise and directly follows the prompt's instructions, while B and D are nearly identical and C adds unnecessary wording.",0,[]
