candidate_rows,duplicate_score_count,duplicate_score_rate,evaluator_id,prompt_id,unique_scores
4,2,0.5,google/gemma-3-12b-it::normal_03,p023,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p023,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p024,3
4,0,0.0,google/gemma-3-12b-it::normal_02,p024,4
4,0,0.0,google/gemma-3-12b-it::normal_03,p024,4
4,0,0.0,google/gemma-3-12b-it::normal_04,p024,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p025,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p025,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p025,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p025,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p026,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p026,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p026,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p026,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p027,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p027,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p027,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p027,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p028,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p028,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p028,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p028,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p029,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p029,2
4,0,0.0,google/gemma-3-12b-it::normal_03,p029,4
4,2,0.5,google/gemma-3-12b-it::normal_04,p029,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p030,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p030,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p030,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p030,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p031,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p031,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p031,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p031,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p032,2
4,1,0.25,google/gemma-3-12b-it::normal_02,p032,3
4,1,0.25,google/gemma-3-12b-it::normal_03,p032,3
4,2,0.5,google/gemma-3-12b-it::normal_04,p032,2
4,0,0.0,google/gemma-3-12b-it::normal_01,p033,4
4,1,0.25,google/gemma-3-12b-it::normal_02,p033,3
4,2,0.5,google/gemma-3-12b-it::normal_03,p033,2
4,0,0.0,google/gemma-3-12b-it::normal_04,p033,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p034,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p034,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p034,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p034,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p035,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p035,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p035,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p035,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p036,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p036,2
4,0,0.0,google/gemma-3-12b-it::normal_03,p036,4
4,1,0.25,google/gemma-3-12b-it::normal_04,p036,3
4,2,0.5,google/gemma-3-12b-it::normal_01,p037,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p037,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p037,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p037,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p038,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p038,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p038,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p038,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p039,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p039,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p039,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p039,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p040,2
4,0,0.0,google/gemma-3-12b-it::normal_02,p040,4
4,1,0.25,google/gemma-3-12b-it::normal_03,p040,3
4,2,0.5,google/gemma-3-12b-it::normal_04,p040,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p041,2
4,0,0.0,google/gemma-3-12b-it::normal_02,p041,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p041,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p041,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p042,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p042,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p042,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p042,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p043,3
4,0,0.0,google/gemma-3-12b-it::normal_02,p043,4
4,0,0.0,google/gemma-3-12b-it::normal_03,p043,4
4,0,0.0,google/gemma-3-12b-it::normal_04,p043,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p044,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p044,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p044,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p044,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p045,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p045,2
4,1,0.25,google/gemma-3-12b-it::normal_03,p045,3
4,1,0.25,google/gemma-3-12b-it::normal_04,p045,3
4,2,0.5,google/gemma-3-12b-it::normal_01,p046,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p046,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p046,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p046,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p047,2
4,0,0.0,google/gemma-3-12b-it::normal_02,p047,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p047,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p047,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p048,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p048,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p048,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p048,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p049,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p049,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p049,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p049,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p050,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p050,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p050,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p050,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p051,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p051,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p051,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p051,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p052,2
4,0,0.0,google/gemma-3-12b-it::normal_02,p052,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p052,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p052,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p053,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p053,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p053,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p053,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p054,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p054,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p054,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p054,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p055,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p055,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p055,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p055,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p056,3
4,2,0.5,google/gemma-3-12b-it::normal_02,p056,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p056,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p056,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p057,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p057,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p057,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p057,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p058,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p058,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p058,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p058,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p059,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p059,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p059,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p059,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p060,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p060,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p060,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p060,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p061,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p061,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p061,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p061,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p062,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p062,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p062,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p062,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p063,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p063,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p063,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p063,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p064,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p064,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p064,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p064,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p065,3
4,0,0.0,google/gemma-3-12b-it::normal_02,p065,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p065,2
4,0,0.0,google/gemma-3-12b-it::normal_04,p065,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p066,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p066,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p066,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p066,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p067,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p067,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p067,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p067,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p068,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p068,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p068,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p068,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p069,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p069,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p069,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p069,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p070,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p070,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p070,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p070,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p071,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p071,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p071,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p071,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p072,2
4,0,0.0,google/gemma-3-12b-it::normal_02,p072,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p072,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p072,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p073,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p073,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p073,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p073,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p074,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p074,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p074,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p074,2
4,0,0.0,google/gemma-3-12b-it::normal_01,p075,4
4,0,0.0,google/gemma-3-12b-it::normal_02,p075,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p075,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p075,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p076,3
4,2,0.5,google/gemma-3-12b-it::normal_02,p076,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p076,2
4,1,0.25,google/gemma-3-12b-it::normal_04,p076,3
4,1,0.25,google/gemma-3-12b-it::normal_01,p077,3
4,1,0.25,google/gemma-3-12b-it::normal_02,p077,3
4,1,0.25,google/gemma-3-12b-it::normal_03,p077,3
4,0,0.0,google/gemma-3-12b-it::normal_04,p077,4
4,0,0.0,google/gemma-3-12b-it::normal_01,p078,4
4,0,0.0,google/gemma-3-12b-it::normal_02,p078,4
4,0,0.0,google/gemma-3-12b-it::normal_03,p078,4
4,0,0.0,google/gemma-3-12b-it::normal_04,p078,4
4,0,0.0,google/gemma-3-12b-it::normal_01,p079,4
4,0,0.0,google/gemma-3-12b-it::normal_02,p079,4
4,1,0.25,google/gemma-3-12b-it::normal_03,p079,3
4,0,0.0,google/gemma-3-12b-it::normal_04,p079,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p080,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p080,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p080,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p080,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p081,2
4,1,0.25,google/gemma-3-12b-it::normal_02,p081,3
4,2,0.5,google/gemma-3-12b-it::normal_03,p081,2
4,0,0.0,google/gemma-3-12b-it::normal_04,p081,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p082,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p082,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p082,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p082,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p083,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p083,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p083,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p083,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p084,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p084,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p084,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p084,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p085,2
4,1,0.25,google/gemma-3-12b-it::normal_02,p085,3
4,2,0.5,google/gemma-3-12b-it::normal_03,p085,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p085,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p086,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p086,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p086,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p086,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p087,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p087,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p087,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p087,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p088,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p088,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p088,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p088,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p089,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p089,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p089,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p089,2
4,0,0.0,google/gemma-3-12b-it::normal_01,p090,4
4,2,0.5,google/gemma-3-12b-it::normal_02,p090,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p090,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p090,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p091,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p091,2
4,1,0.25,google/gemma-3-12b-it::normal_03,p091,3
4,2,0.5,google/gemma-3-12b-it::normal_04,p091,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p092,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p092,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p092,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p092,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p093,3
4,0,0.0,google/gemma-3-12b-it::normal_02,p093,4
4,2,0.5,google/gemma-3-12b-it::normal_03,p093,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p093,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p094,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p094,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p094,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p094,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p095,2
4,0,0.0,google/gemma-3-12b-it::normal_02,p095,4
4,0,0.0,google/gemma-3-12b-it::normal_03,p095,4
4,0,0.0,google/gemma-3-12b-it::normal_04,p095,4
4,2,0.5,google/gemma-3-12b-it::normal_01,p096,2
4,1,0.25,google/gemma-3-12b-it::normal_02,p096,3
4,2,0.5,google/gemma-3-12b-it::normal_03,p096,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p096,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p097,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p097,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p097,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p097,2
4,1,0.25,google/gemma-3-12b-it::normal_01,p098,3
4,0,0.0,google/gemma-3-12b-it::normal_02,p098,4
4,0,0.0,google/gemma-3-12b-it::normal_03,p098,4
4,2,0.5,google/gemma-3-12b-it::normal_04,p098,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p099,2
4,2,0.5,google/gemma-3-12b-it::normal_02,p099,2
4,2,0.5,google/gemma-3-12b-it::normal_03,p099,2
4,2,0.5,google/gemma-3-12b-it::normal_04,p099,2
4,2,0.5,google/gemma-3-12b-it::normal_01,p100,2
4,1,0.25,google/gemma-3-12b-it::normal_02,p100,3
4,2,0.5,google/gemma-3-12b-it::normal_03,p100,2
4,0,0.0,google/gemma-3-12b-it::normal_04,p100,4
