allocation,allocation_recovered_from_invalid,allocation_retry_count,ballot_id,ballot_index,baseline_replicate_index,best_pick_vote,borda_points,candidate_id,condition,direction,display_id,domain,effective_strength,evaluator_id,fresh_baseline_bottom_candidate_id,fresh_baseline_rank,fresh_baseline_top_candidate_id,intervention,is_target_candidate,parse_error,prompt_id,raw_absolute_total,strength,strict_allocation_errors_json,strict_allocation_valid,target_fresh_baseline_rank,target_policy,vote_repair_count,vote_repairs_json,baseline_allocation,baseline_best_pick_vote,baseline_borda_points,baseline_role,baseline_middle_rank,delta_allocation,delta_borda,delta_best_pick,abs_delta_allocation,parse_failed,target_candidate_id,target_baseline_role,target_baseline_allocation,target_allocation,target_delta_allocation,target_delta_borda,target_delta_best_pick
0.45,False,1,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random3,D,analysis,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random3_to_top,False,,p090,100.0,0.2,[],True,1.0,top,0.0,[],-0.1428571428571428,0,1.0,middle,4.0,0.5928571428571427,2.0,1,0.5928571428571427,False,A,top,0.4761904761904761,-0.15,-0.6261904761904761,-3.0,-1
0.45,False,0,p032::Qwen/Qwen2.5-7B-Instruct::normal_01,43,,1,3.0,D,steered,random,D,reasoning,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,B,random_to_bottom,False,,p032,100.0,0.1,[],True,3.0,bottom,0.0,[],-0.1428571428571428,0,1.0,middle,4.0,0.5928571428571427,2.0,1,0.5928571428571427,False,C,bottom,-0.1428571428571428,-0.01,0.13285714285714278,0.0,0
0.45,False,1,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random2,D,analysis,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random2_to_top,False,,p090,100.0,0.1,[],True,1.0,top,0.0,[],-0.1428571428571428,0,1.0,middle,4.0,0.5928571428571427,2.0,1,0.5928571428571427,False,A,top,0.4761904761904761,0.15,-0.32619047619047614,-2.5,-1
0.45,False,0,p032::Qwen/Qwen2.5-7B-Instruct::normal_01,43,,1,3.0,D,steered,random3,D,reasoning,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,B,random3_to_top,False,,p032,100.0,0.05,[],True,1.0,top,0.0,[],-0.1428571428571428,0,1.0,middle,4.0,0.5928571428571427,2.0,1,0.5928571428571427,False,B,top,0.4285714285714285,0.15,-0.27857142857142847,-2.0,-1
0.45,False,1,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,neg_help,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,neg_help_to_bottom,False,,p090,100.0,0.05,[],True,3.0,bottom,0.0,[],-0.1428571428571428,0,1.0,middle,4.0,0.5928571428571427,2.0,1,0.5928571428571427,False,C,bottom,-0.1428571428571428,-0.25,-0.1071428571428572,1.0,0
0.45,False,1,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random_to_top,False,,p090,100.0,0.05,[],True,1.0,top,0.0,[],-0.1428571428571428,0,1.0,middle,4.0,0.5928571428571427,2.0,1,0.5928571428571427,False,A,top,0.4761904761904761,-0.15,-0.6261904761904761,-3.0,-1
0.4455445544554455,True,3,p006::Qwen/Qwen2.5-7B-Instruct::normal_02,38,,1,3.0,D,steered,neg_help,D,reasoning,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_02,D,4.0,B,neg_help_to_top,False,strict_allocation_invalid_recovered:absolute_total:101,p006,101.0,0.2,"[""absolute_total:101""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->101"", ""normalized_signed_allocation_cents_l1:101""]",-0.1428571428571428,0,1.5,middle,4.0,0.5884016973125883,1.5,1,0.5884016973125883,True,B,top,0.4285714285714285,0.1485148514851485,-0.28005657708627996,-1.5,-1
0.45,False,0,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,1,2.0,A,steered,hurt,A,instruction_following,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,hurt_to_top,False,,p037,100.0,0.2,[],True,1.0,top,0.0,[],-0.1339285714285714,0,0.0,middle,2.0,0.5839285714285714,2.0,1,0.5839285714285714,False,B,top,0.4017857142857142,0.15,-0.25178571428571417,-2.0,-1
0.45,False,0,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,1,2.0,A,steered,neg_help,A,instruction_following,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,neg_help_to_top,False,,p037,100.0,0.2,[],True,1.0,top,0.0,[],-0.1339285714285714,0,0.0,middle,2.0,0.5839285714285714,2.0,1,0.5839285714285714,False,B,top,0.4017857142857142,0.15,-0.25178571428571417,-2.0,-1
0.45,False,0,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,1,1.0,A,steered,neg_hurt,A,instruction_following,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,neg_hurt_to_bottom,False,,p037,100.0,0.2,[],True,4.0,bottom,0.0,[],-0.1339285714285714,0,0.0,middle,2.0,0.5839285714285714,1.0,1,0.5839285714285714,False,C,bottom,-0.2678571428571428,-0.25,0.017857142857142794,1.0,0
0.45,True,3,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,0,2.0,A,steered,random,A,instruction_following,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,random_to_top,False,strict_allocation_invalid_recovered:absolute_cents_total_not_numeric,p037,100.0,0.2,"[""absolute_cents_total_not_numeric""]",False,1.0,top,1.0,"[""copied_top_level_best_pick""]",-0.1339285714285714,0,0.0,middle,2.0,0.5839285714285714,2.0,0,0.5839285714285714,True,B,top,0.4017857142857142,0.35,-0.05178571428571421,0.0,0
0.45,False,0,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,1,2.0,A,steered,neg_hurt,A,instruction_following,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,neg_hurt_to_bottom,False,,p037,100.0,0.1,[],True,4.0,bottom,0.0,[],-0.1339285714285714,0,0.0,middle,2.0,0.5839285714285714,2.0,1,0.5839285714285714,False,C,bottom,-0.2678571428571428,-0.25,0.017857142857142794,1.0,0
0.45,True,3,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,0,1.0,A,steered,random3,A,instruction_following,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,random3_to_top,False,strict_allocation_invalid_recovered:absolute_cents_total_not_numeric,p037,100.0,0.05,"[""absolute_cents_total_not_numeric""]",False,1.0,top,1.0,"[""copied_top_level_best_pick""]",-0.1339285714285714,0,0.0,middle,2.0,0.5839285714285714,1.0,0,0.5839285714285714,True,B,top,0.4017857142857142,0.35,-0.05178571428571421,0.0,0
0.45,True,3,p007::Qwen/Qwen2.5-7B-Instruct::normal_03,68,,1,3.0,D,steered,neg_hurt,D,reasoning,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_03,C,3.0,A,neg_hurt_to_bottom,False,strict_allocation_invalid_recovered:absolute_cents_total_not_numeric,p007,100.0,0.1,"[""absolute_cents_total_not_numeric""]",False,4.0,bottom,0.0,[],-0.125,0,1.0,middle,3.0,0.575,2.0,1,0.575,True,C,bottom,-0.2083333333333333,0.25,0.45833333333333326,2.0,0
0.4285714285714285,True,3,p006::Qwen/Qwen2.5-7B-Instruct::normal_02,38,,1,3.0,D,steered,hurt,D,reasoning,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_02,D,4.0,B,hurt_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p006,105.0,0.2,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.5,middle,4.0,0.5714285714285713,1.5,1,0.5714285714285713,True,B,top,0.4285714285714285,0.1428571428571428,-0.2857142857142857,-1.5,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,hurt,D,analysis,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,hurt_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.2,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,neg_help,D,analysis,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,neg_help_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.2,"[""absolute_total:105""]",False,3.0,bottom,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,0.2857142857142857,0.4285714285714285,1.0,0
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random,D,analysis,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.2,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random2,D,analysis,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random2_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.2,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p006::Qwen/Qwen2.5-7B-Instruct::normal_02,38,,1,3.0,D,steered,neg_help,D,reasoning,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_02,D,4.0,B,neg_help_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p006,105.0,0.1,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.5,middle,4.0,0.5714285714285713,1.5,1,0.5714285714285713,True,B,top,0.4285714285714285,0.1428571428571428,-0.2857142857142857,-1.5,-1
0.4285714285714285,True,3,p032::Qwen/Qwen2.5-7B-Instruct::normal_01,43,,1,3.0,D,steered,neg_hurt,D,reasoning,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,B,neg_hurt_to_top,False,strict_allocation_invalid_recovered:absolute_total:105;absolute_cents_total_not_numeric,p032,105.0,0.1,"[""absolute_total:105"", ""absolute_cents_total_not_numeric""]",False,1.0,top,5.0,"[""copied_top_level_absolute_cents_total"", ""inferred_best_pick_from_signed_allocation_cents"", ""inferred_borda_from_signed_allocation_cents"", ""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,B,top,0.4285714285714285,0.1904761904761904,-0.23809523809523808,-2.0,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,hurt,D,analysis,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,hurt_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.1,"[""absolute_total:105""]",False,3.0,bottom,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,0.2857142857142857,0.4285714285714285,1.0,0
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,hurt,D,analysis,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,hurt_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.1,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,neg_help,D,analysis,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,neg_help_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.1,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random,D,analysis,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.1,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p032::Qwen/Qwen2.5-7B-Instruct::normal_01,43,,1,3.0,D,steered,help,D,reasoning,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,B,help_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105;absolute_cents_total_not_numeric,p032,105.0,0.05,"[""absolute_total:105"", ""absolute_cents_total_not_numeric""]",False,3.0,bottom,5.0,"[""copied_top_level_absolute_cents_total"", ""inferred_best_pick_from_signed_allocation_cents"", ""inferred_borda_from_signed_allocation_cents"", ""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,-0.0952380952380952,0.04761904761904759,0.0,0
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,help,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,help_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.05,"[""absolute_total:105""]",False,3.0,bottom,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,0.2857142857142857,0.4285714285714285,1.0,0
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,hurt,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,hurt_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.05,"[""absolute_total:105""]",False,3.0,bottom,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,0.2857142857142857,0.4285714285714285,1.0,0
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,neg_help,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,neg_help_to_top,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.05,"[""absolute_total:105""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,A,top,0.4761904761904761,-0.1428571428571428,-0.6190476190476188,-3.0,-1
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,neg_hurt,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,neg_hurt_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.05,"[""absolute_total:105""]",False,3.0,bottom,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,0.2857142857142857,0.4285714285714285,1.0,0
0.4285714285714285,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,random2,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,random2_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p090,105.0,0.05,"[""absolute_total:105""]",False,3.0,bottom,2.0,"[""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1428571428571428,0,1.0,middle,4.0,0.5714285714285713,2.0,1,0.5714285714285713,True,C,bottom,-0.1428571428571428,0.2857142857142857,0.4285714285714285,1.0,0
0.4245283018867924,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,hurt,D,analysis,2.329837564084054,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,hurt_to_top,False,strict_allocation_invalid_recovered:absolute_total:106;absolute_cents_total_not_numeric,p090,106.0,0.05,"[""absolute_total:106"", ""absolute_cents_total_not_numeric""]",False,1.0,top,1.0,"[""normalized_signed_allocation_cents_l1:106""]",-0.1428571428571428,0,1.0,middle,4.0,0.5673854447439353,2.0,1,0.5673854447439353,True,A,top,0.4761904761904761,-0.1037735849056603,-0.5799640610961364,-3.0,-1
0.4285714285714285,True,3,p037::Qwen/Qwen2.5-7B-Instruct::normal_03,28,,1,2.0,A,steered,help,A,instruction_following,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_03,C,2.0,B,help_to_bottom,False,strict_allocation_invalid_recovered:absolute_total:105,p037,105.0,0.2,"[""absolute_total:105""]",False,4.0,bottom,3.0,"[""inferred_best_pick_from_signed_allocation_cents"", ""corrected_absolute_cents_total:100->105"", ""normalized_signed_allocation_cents_l1:105""]",-0.1339285714285714,0,0.0,middle,2.0,0.5624999999999999,2.0,1,0.5624999999999999,True,C,bottom,-0.2678571428571428,-0.1428571428571428,0.125,1.0,0
0.4166666666666667,True,3,p006::Qwen/Qwen2.5-7B-Instruct::normal_02,38,,1,3.0,D,steered,hurt,D,reasoning,4.659675128168108,Qwen/Qwen2.5-7B-Instruct::normal_02,D,4.0,B,hurt_to_top,False,strict_allocation_invalid_recovered:cents_out_of_range:D;missing_candidates:D,p006,,0.1,"[""cents_out_of_range:D"", ""missing_candidates:D""]",False,1.0,top,3.0,"[""clamped_cents:D"", ""corrected_absolute_cents_total:100->240"", ""normalized_signed_allocation_cents_l1:240""]",-0.1428571428571428,0,1.5,middle,4.0,0.5595238095238095,1.5,1,0.5595238095238095,True,B,top,0.4285714285714285,-0.0625,-0.4910714285714285,-2.0,-1
0.409090909090909,True,3,p090::Qwen/Qwen2.5-7B-Instruct::normal_01,73,,1,3.0,D,steered,neg_help,D,analysis,9.319350256336216,Qwen/Qwen2.5-7B-Instruct::normal_01,D,4.0,A,neg_help_to_top,False,strict_allocation_invalid_recovered:absolute_total:110,p090,110.0,0.2,"[""absolute_total:110""]",False,1.0,top,2.0,"[""corrected_absolute_cents_total:100->110"", ""normalized_signed_allocation_cents_l1:110""]",-0.1428571428571428,0,1.0,middle,4.0,0.5519480519480517,2.0,1,0.5519480519480517,True,A,top,0.4761904761904761,-0.1363636363636363,-0.6125541125541124,-3.0,-1
