prompt_id,evaluator_id,candidate_id
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p014,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p014,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p014,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p014,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p014,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p014,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p014,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p014,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p014,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p014,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p014,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p014,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p015,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p015,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p015,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p015,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p015,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p015,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p015,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p015,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p015,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p015,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p015,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p015,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p015,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p015,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p015,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p015,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p016,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p016,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p016,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p016,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p016,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p016,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p016,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p016,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p017,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p017,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p017,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p017,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p017,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p017,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p017,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p017,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p017,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p017,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p017,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p017,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p017,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p017,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p017,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p017,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p018,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p018,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p018,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p018,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p018,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p018,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p018,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p018,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p018,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p018,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p018,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p018,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p018,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p018,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p018,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p018,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p019,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p019,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p019,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p019,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p019,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p019,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p019,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p019,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p019,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p019,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p019,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p019,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p019,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p019,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p019,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p019,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p020,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p020,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p020,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p020,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p020,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p020,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p020,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p020,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p020,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p020,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p020,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p020,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p020,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p020,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p020,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p020,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p021,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p021,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p021,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p021,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p021,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p021,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p021,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p021,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p021,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p021,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p021,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p021,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p021,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p021,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p021,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p021,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p022,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p022,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p022,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p022,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p022,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p022,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p022,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p022,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p022,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p022,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p022,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p022,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p022,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p022,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p022,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p022,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p023,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p023,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p023,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p023,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p023,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p023,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p023,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p023,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p023,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p023,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p023,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p023,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p023,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p023,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p023,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p023,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p024,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p024,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p024,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p024,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p024,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p024,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p024,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p024,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p024,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p024,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p024,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p024,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p024,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p024,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p024,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p024,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p025,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p025,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p025,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p025,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p025,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p025,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p025,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p025,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p025,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p025,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p025,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p025,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p025,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p025,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p025,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p025,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p026,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p026,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p026,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p026,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p026,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p026,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p026,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p026,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p026,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p026,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p026,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p026,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p026,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p026,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p026,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p026,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p027,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p027,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p027,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p027,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p027,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p027,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p027,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p027,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p027,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p027,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p027,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p027,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p027,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p027,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p027,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p027,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p028,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p028,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p028,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p028,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p028,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p028,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p028,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p028,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p028,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p028,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p028,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p028,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p028,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p028,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p028,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p028,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p029,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p029,Qwen/Qwen2.5-7B-Instruct::normal_01,B
p029,Qwen/Qwen2.5-7B-Instruct::normal_01,C
p029,Qwen/Qwen2.5-7B-Instruct::normal_01,D
p029,Qwen/Qwen2.5-7B-Instruct::normal_02,A
p029,Qwen/Qwen2.5-7B-Instruct::normal_02,B
p029,Qwen/Qwen2.5-7B-Instruct::normal_02,C
p029,Qwen/Qwen2.5-7B-Instruct::normal_02,D
p029,Qwen/Qwen2.5-7B-Instruct::normal_03,A
p029,Qwen/Qwen2.5-7B-Instruct::normal_03,B
p029,Qwen/Qwen2.5-7B-Instruct::normal_03,C
p029,Qwen/Qwen2.5-7B-Instruct::normal_03,D
p029,Qwen/Qwen2.5-7B-Instruct::normal_04,A
p029,Qwen/Qwen2.5-7B-Instruct::normal_04,B
p029,Qwen/Qwen2.5-7B-Instruct::normal_04,C
p029,Qwen/Qwen2.5-7B-Instruct::normal_04,D
p030,Qwen/Qwen2.5-7B-Instruct::normal_01,A
p030,Qwen/Qwen2.5-7B-Instruct::normal_01,B
