prompt_id,evaluator_id,expected_candidate_rows,extracted_candidate_rows,expected_candidate_ids,extracted_candidate_ids,context_candidate_order,context_order_source,context_mode,ballot_field_order,context_sha256,self_context_sha256,missing_span_ids,possibly_truncated_span_ids,self_answer_extracted,input_token_count,self_input_token_count,self_answer_visible_reference,max_model_len
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",bd7986a6e95fd39081434a61d6a031e888f971b68076f569f1444cbf04a90e81,59930ebebd35b3bb4c27be3436f9b74002e52af226a184ae21e3e7db4574da89,,,True,1401,316,False,4096
p005,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",b0ecbadfa2ab9f2bb2308b47a11a7e4548f7a79efd3ef21dd098d988b221f7b6,5a05176ab74203983a39fb41fe9345f4aad27e24661425d648166205c97962be,,,True,1401,331,False,4096
p005,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,A,D,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",58e9b06e7066f204d3ab119b9097f08f3db14802b65ca793563071ea8c92f238,3d2a952d8d96664a93e2a80617e5dd06df7575c0d95b61f5d75a8aaf44d9717a,,,True,1401,315,False,4096
p006,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",eb975182431a806bb359a2a2a7d561bf8e91db6e518bd52f5c2ee6f9a01ac517,94cfa80b2d03f8060e8c42bb79e9876346f3b979778e26e991555262915c3405,,,True,1679,377,False,4096
p006,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,C,D,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",7cf333ba949d91b3d6ef3e3c086cd13b9bfb8312553b7e4eb378d097e9310993,b9d963323c7100285c96e3b6bedd3e8f1590853587a6ab9635b858f0c39b6ac2,,,True,1679,479,False,4096
p006,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",4260fc4efdd93240cfb8e5359a694ef8fe27b0306a841164474a22077b203940,0e9cb41241925514d8378f93e22d0406c21a47266e84c12c5c5c720f82128f6d,,,True,1679,531,False,4096
p006,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,C,D,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",29a4f08f5d23bd30dfa51337b9d4d775900f3a1e069f07ed1edf81c4afdc38c1,adeb2114aff147f0036fe2fa021b30aa2ef5bfd5de7117392f7f14f61e36be19,,,True,1679,387,False,4096
p007,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",93422083cda148bd984372f38d1f022bbff54253821b2eee095ffa3416881ce4,ba97614c535eb994fbde9094c69c1157c5eef0c7d4b2153bdd5142781bc60f6f,,,True,1808,512,False,4096
p007,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,D,A,C",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",535da7533e044c2bcbde9c1c0bf873cfbec34d160bb7fe1bca7967a1e05007c3,010178d546aac487772c30123141e4eaac9649cbae1fefd9bf6c1b3d2f5cf75a,,,True,1808,498,False,4096
p007,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,A,B,D",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",1f2aa4cf9cc586e3e3475c9d960626772679d54bfbc570bc37101c49313af0b8,29f0ee373aa78b050bc91ed0953ccbfa46dffd64be7725e5d17debe61b40a323,,,True,1808,533,False,4096
p007,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",9ce68383ede51e4c40c5ecc7852333e6924ff40307f6fd123e78818d435580e4,962c4f66009cf348eef9fa8eb8c35acabbd0a0b20460f57a539e3370ee67e207,,,True,1808,509,False,4096
p008,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",de75d6a03f616b7979d4c7d589c18104c5fd292070da9b367343fb74d6706456,eea6e6de5cb1c374ee024e111e53d55dd944b49cd03cca0926d46a39694d28f0,,,True,1656,366,False,4096
p008,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,A,C,D",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",ebb71a9ad68f86add680484f0599217497466511e8702d4f04979619ef88f4b8,0ea879e7a5324cdefaedfb45134656ed98deec9c697cfdb1db5b6e3a7961d226,,,True,1656,471,False,4096
p008,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",1e9cd2f92852a2802b2a53cea9974f7e41d975d067b117932a728095a26db2a2,b622f1b5193c4ccbb8efbb87ffa42852e6ac396c537d6df7daee3ea5740dfd46,,,True,1656,397,False,4096
p008,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",932635173e57387ba54c4d91792d362bf88eab80cbf4554a15e38487f70ec269,cfe6aecd9c57a3cf3ce66a83447f98c831ff18a53d5ed774719efb9331c53b33,,,True,1656,415,False,4096
p009,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",62291c5cb1b5bf0616c364bc953630816853d2fbbbbdfaf357025078ba7db5da,7d58373438e8c77495eb13d82d96a1e62ea28bd8955353008345cf69a547167b,,,True,797,163,False,4096
p009,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",8e0bd850e0fdcb899a41ff4409482528ca07036eefc6451adf904e91b1f07892,e91e087928f488ca43c3c69c33c1884e7afa7bfd1b932cfd30f72421dd6079ad,,,True,797,161,False,4096
p009,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","B,A,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",9291b5c0425cad54bbd80be2f10eefae51f71fad4d106c90ec61b2f7b51b1c18,4fafab0c56faa850c5fc9e4eedf076209288314660f61230656eb4c791c6ac1d,,,True,797,159,False,4096
p009,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,C,D,A",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",1537197ff52b6cabcb30a51cc5b5b19d46b6b37152c55d7d7be6e2385a1e7e62,6fd87b0e025a81281c357c72f2520e4cf74998591d53bc62c84a29ce4a15aff7,,,True,797,160,False,4096
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,C,B,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",2e1f34c6861f54d21abfa7fcae495142b81fe1b51b88ca06d6a8c4a8d4da08b7,f29ba1cb771a43e6d27edc93d8f57b3f2e35d25b8228fdb7df8caa6d054c98cf,,,True,1221,252,False,4096
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",b563d341776b1fedf4daba65f93e14469086604f683358b3b8dca26fcd3387ae,14ba3843be5bd10cfb8b06f1976e92263307a9d8e39bc3e2e7692d5273b79eb7,,,True,1221,232,False,4096
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",b563d341776b1fedf4daba65f93e14469086604f683358b3b8dca26fcd3387ae,855c2a88cc55ba887cb0b0fd05bb43e508d655d8bbf73518fb4c400d23e5b5ea,,,True,1221,237,False,4096
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,A,D,C",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",831a1579e000156dedd42c1119c5acafefc0ee6800c51e0cdbefcf2c736fa062,9f7df658a1ee7ff30fec81cf9c49b699d8ef0bd81f994120152367fa88b52d40,,,True,1221,243,False,4096
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,C,A,D",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",6f24b2b2d951b375c4865d1689469b2a077d294632c914ebfeddaa7d59628a6e,2557f78988bd587f39864886bfa3fbcf54caf8776367199c47be654e23980f22,,,True,1258,276,False,4096
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,C,A,B",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",ef7ea227ed25493d199568cd2d3e000ce29a52c567a7f7ff0261cc7f3cd0d14b,2dfe77fb6ca775a66caf8a1a56c69172c05c105378dc9bffd47771c8b9775f5f,,,True,1258,286,False,4096
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,D,A,B",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",a04eed0b381f5c45375cd2840c9fd9883b3fe05612238e56ebf87af7c5d3552d,fccc4369a1fd6feebd86a5692460c3b3c560fbdec34e519cbf228635244a2d97,,,True,1258,275,False,4096
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",b5690dd6e2f67e27f022ba46a68f104b4eb8750d603ce6998626dc382674d94e,5a226ad65cb018c307edee03109a88d31f80bb1f79378fc80f006ffba90f8dcb,,,True,1258,233,False,4096
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",8564dde575df03f09593d810ab4e9c107679e1849fb2b4780c6aae05eec6fa34,4db2e6dcc9772b9cddf794a7e9a60a80b27f606e88ed196196b910bddd8d5636,,,True,1164,320,False,4096
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,C,A,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",dc752f97eedb34aadf008ceb322cc7c58432b6cfb61ed23cadacf0fe39849650,d6e640f9134ed8b10260b867a7e7dab1928531e6c4a08eca90d899b3099ff852,,,True,1164,318,False,4096
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",757523b2e23c5f55afc7e5f540621d1c8e56214b468392920abe39a76b6c88b6,f042a56c927faee7382ecc1516db24e3e62a5c7a4fd760783201ecf646865859,,,True,1164,276,False,4096
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,A,C,B",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",49e5c02bd2d48a14ad2a72b45ed771d7fa28d3baa876a2a22921bad98b5a648f,a37150d4e4fc8c87b545811bb5b410f17c5fd1ca2167a3bd7663f4e18b913d0e,,,True,1164,281,False,4096
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","C,D,B,A",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",f3d46fc066f5c3885a1609d1b82751ededac8c502c289d6ba32247c25cd01343,376e55851cdb69d7dc097c4d3e8b99fe1207e06b794684fea33fc0f562b77033,,,True,1235,235,False,4096
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,A,D,C",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",002307fb0afd2819e00b45dc670fc28f63b50b6d19f950678332ee9538436053,7a80b0bd132451f39e239be65a02e5b98dc665b4a9696021860f854ba7e869e3,,,True,1235,237,False,4096
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,A,C,B",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",9275f9862d8b3de117e153a0427133254387b0d1be9d580ba71dac4bcf6cc528,c73573cb305c27ed0c2d52e79a9777dc9b29759fc59c43dde3aeac29b4ec5575,,,True,1235,270,False,4096
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","A,C,D,B",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",075907990d5545267d823fb5bcb0f6cb23c5787c8f73708fbc16700c8ebb540c,44ec8d508fd6846db76317a3cd51ada86a778732490eb9abc580afc8ea4cd17c,,,True,1235,242,False,4096
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,C,B,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",59d134936f258a2f663edebdc581979135d888f8ba7740cdbe1e1663d30a1376,b3f099b9e477f07251e558698c799e50dd3dc77211581ad5ceec12a89d2b7555,,,True,1399,465,False,4096
p014,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",fff8b01fc653968bfc5ad21bcb1d854c54da00e810c3ff0e3c38e4f6fb7dca35,05422da03c225c33f55e94ba50618ad740c900f6fae109bce145a5fc11d4714c,,,True,1399,410,False,4096
p014,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","B,A,D,C",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",573a0a38162f287390ecedd3f5907a5afb63cf9983c574621f2f614ef1b036be,aecceaee17a35ee1648ea21c660a4151a2b41745f6c4c48174dcba1227f9bb71,,,True,1399,408,False,4096
p014,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","B,A,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,signed_allocation,best_pick",eb519e6e91516b311c5b16ed3051446471e45232b1109330aef82f618704a320,2447c102b10f9385c4bbbe66fbd3e4ceca49d93ce2a6e6ba23db331f43f218f9,,,True,1399,436,False,4096
p015,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","B,D,C,A",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",416c3cd69f92bf95ec5a3c25095afa0f3df6d3a779c3029f9668274855b0aed6,3f0c08af38a3227ddedb2ec447c9b3cf12e8b9b54936ac2902560ac51c6ffb08,,,True,1744,461,False,4096
p015,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,B,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",df35f7e4e2af3ddeac8e261c0bd2c22d5cd3b2a629598642e967d03dc6cdf9c6,840abcfc1e2043964c964393c12b542eb03c030b55b3d57e14c22bd724ac6a12,,,True,1744,445,False,4096
p015,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,A,B,C",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",c7024b3d2973232c768975df082fc2ff0e17e5fc51184ce160c9d1d5f839e8ad,4ec0f3c45ff53aab196ba8cfdf537d40f3a50c784bec5636364d879dffac3250,,,True,1744,524,False,4096
p015,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","D,C,A,B",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",25c7811b083ad5684dba9b1b967800bb5d7474e404c1ff793c4c4689547a4bf3,7c6bae3fbf39c036ad9f2aaa7ecf677fb11cb54db0af625bdb559488772dbeb0,,,True,1744,524,False,4096
p016,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","B,C,A,D",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",241a2acef9dd4d117df2dada8b125421bc72958781e7854b1c063610f6181805,8221aca4344ff29e3bfc2b70e24de9496c3785c0a56a8556bcea0522a742f8e8,,,True,1468,496,False,4096
p016,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","C,B,A,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",34317681ffed3afbbdc431f5af54f0c21a980a6627f3f61a8d2bb461d163f6bc,4ac690d8840d01fa1c4a7738119a33731a0aa92485e16412f984d027a1c20ad9,,,True,1468,398,False,4096
p017,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","C,D,A,B",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",fb72ffc078f408548cc083aa6eace62646e49ca70a05e6559f8db9530c4af203,a34b8be26aed9f26e1bf114fd71af921936b483fca0f9c473be4fa7f1cce4f7d,,,True,1959,424,False,4096
p017,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","D,A,C,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",6ef134e84105f6a707e14663a629bb4689bcdc51e20b7fc1e79796c132f22494,e86bf7e4e0e4e37ba593104a136a292f3747dca3c48ae544e97d926a260313a4,,,True,1959,418,False,4096
p017,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","D,B,A,C",exact_voting_display_order,exact_ballot,"best_pick,borda_ranking,signed_allocation",990720aad93936f29814ca878223e83e34be3a39a3a76d5a13f43a0d5cf158ef,957cc5e937184156b54102defd0e376f95de5e09524dcc9cc318dd16cb312812,,,True,1959,401,False,4096
p017,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","C,B,D,A",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",e345d0945cd0f390a30e958aad1e10817055a22e8eb5d7f3ae2e2e9aa01e4f7f,18e7415cd5e9d2c1c0d031d1b365b8202f3c89322af2a2947b752c9920625a5b,,,True,1959,495,False,4096
p018,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,D,B,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",9df4f5df126806a9b68a9b45bb9b86a0a95a962761d4533a02d8913ca2e8548f,c5543c648be3169ba6896af56cfe44a20346ac36a678d7e2fdd366b4dfcdd1ed,,,True,1475,421,False,4096
p018,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,C,B,D",exact_voting_display_order,exact_ballot,"best_pick,signed_allocation,borda_ranking",dc1b9ab2c9a3e73bd2c37def3a51be71a1b15caf2bc9124c5872b0d7ba3bb1f2,c52e7c93596e5d8604934472110af7667b4aacec87eb67b4d93ea9d67f529602,,,True,1475,275,False,4096
p018,Qwen/Qwen2.5-7B-Instruct::normal_03,4,4,"A,B,C,D","A,B,C,D","B,D,C,A",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",2d8f9a870a44d9d59925b36ee2674cebb542985837a30a1b6d20a6f40e74b9c8,7008c8a5023054a05a22f1845004f985383a6f0cc0e7b308d3a45d7e632aef0e,,,True,1475,348,False,4096
p018,Qwen/Qwen2.5-7B-Instruct::normal_04,4,4,"A,B,C,D","A,B,C,D","A,B,D,C",exact_voting_display_order,exact_ballot,"borda_ranking,best_pick,signed_allocation",f5b6640793637a7b49c37e0a46e859a19684638856b085fb24642c91b5f3aacf,a66c07aeceaef972e1110113065bf3982586bf90be2b8b9c3044db4d63baefdc,,,True,1475,361,False,4096
p019,Qwen/Qwen2.5-7B-Instruct::normal_01,4,4,"A,B,C,D","A,B,C,D","A,C,D,B",exact_voting_display_order,exact_ballot,"signed_allocation,borda_ranking,best_pick",cd38e548ab525a02033d39b7e0a2263992abb36b87cd3f58ad4eb72fd019f332,6b3b3d89a0e8ab0b1c025de035a2180098cb33fb781b18dea45ea7a81e1fec3b,,,True,1784,458,False,4096
p019,Qwen/Qwen2.5-7B-Instruct::normal_02,4,4,"A,B,C,D","A,B,C,D","A,B,C,D",exact_voting_display_order,exact_ballot,"signed_allocation,best_pick,borda_ranking",2619eb188af3691514f0706a69f601ff2344f4e7bfdfba77343045482927e61d,fa066865eab97d34a7c88f8cbf38dfdd7fba1c3343bd3af124d246ba2497452c,,,True,1784,389,False,4096
