prompt_id,domain,evaluator_id,evaluator,candidate_id,layer_index,layer_position,distance_to_self_answer,cosine_to_self_answer,candidate_minus_self_norm,distance_to_self_rank_closest,distance_to_prompt_candidate_centroid,distance_to_centroid_outlier_rank,mean_distance_to_other_candidates,min_distance_to_other_candidate,max_distance_to_other_candidate,mean_cosine_to_other_candidates,min_cosine_to_other_candidate,max_cosine_to_other_candidate,mean_self_distance_advantage_vs_others,min_self_distance_advantage_vs_others,max_self_distance_advantage_vs_others,mean_self_cosine_advantage_vs_others,min_self_cosine_advantage_vs_others,max_self_cosine_advantage_vs_others,self_distance_change_from_previous_layer,voter_allocation,voter_allocation_centered,voter_allocation_z,voter_positive_mass,voter_negative_mass,voter_signed_abs_share,voter_allocation_rank,voter_help_label,voter_hurt_label,voter_signed_top_choice,voter_best_pick_vote,voter_borda_points,voter_borda_points_centered,voter_borda_points_z,mean_allocation,positive_mass,negative_mass,signed_abs_share,allocation_rank_within_prompt,help_label,hurt_label,signed_allocation_winner,judge_winner
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,A,16,0,27.626144409179688,0.8481879830360413,27.626144409179688,4.0,13.979387283325195,1.0,21.0111567179362,17.894237518310547,24.736019134521484,0.9089522560437521,0.8739672899246216,0.9358634352684021,-6.579636255900065,-11.151233673095703,-3.502521514892578,-0.05671340227127075,-0.09454870223999023,-0.03167659044265747,,0.45,0.2,1.2649110640673518,0.45,-0.0,0.45,1.0,True,False,True,False,3.0,1.5,1.161895003862225,0.45,0.45,-0.0,0.45,1.0,True,False,True,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,B,16,0,24.12362289428711,0.8798645734786987,24.12362289428711,3.0,11.330208778381348,3.0,18.904850006103516,16.635927200317383,20.403213500976562,0.9247737129529318,0.9162998199462891,0.9409952759742737,-1.9096075693766277,-7.648712158203125,3.502521514892578,-0.014477948347727457,-0.06287211179733276,0.03167659044265747,,0.15,-0.1,-0.6324555320336759,0.15,-0.0,0.15,3.0,True,False,False,False,1.0,-0.5,-0.3872983346207417,0.15,0.15,-0.0,0.15,3.0,True,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,C,16,0,16.474910736083984,0.9427366852760315,16.474910736083984,1.0,13.103133201599121,2.0,20.120957056681316,15.95144271850586,24.736019134521484,0.9107293883959452,0.8739672899246216,0.941921055316925,8.288675308227539,6.066080093383789,11.151233673095703,0.06935153404871623,0.050633788108825684,0.09454870223999023,,0.3,0.04999999999999999,0.31622776601683783,0.3,-0.0,0.3,2.0,True,False,False,True,2.0,0.5,0.3872983346207417,0.3,0.3,-0.0,0.3,2.0,True,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,D,16,0,22.540990829467773,0.8921028971672058,22.540990829467773,2.0,8.437029838562012,4.0,16.827202479044598,15.95144271850586,17.894237518310547,0.9395932555198669,0.9358634352684021,0.941921055316925,0.20056851704915366,-6.066080093383789,5.085153579711914,0.0018398165702819824,-0.050633788108825684,0.04391491413116455,,0.1,-0.15,-0.9486832980505138,0.1,-0.0,0.1,4.0,True,False,False,False,0.0,-1.5,-1.161895003862225,0.1,0.1,-0.0,0.1,4.0,True,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,A,16,0,24.53020477294922,0.880605161190033,24.53020477294922,4.0,13.481110572814941,1.0,20.671698252360027,18.4362735748291,21.96626091003418,0.9156543215115865,0.9061327576637268,0.9335570931434631,-5.151573816935222,-8.049753189086914,-3.223905563354492,-0.039091924826304116,-0.06402647495269775,-0.02538275718688965,,0.45,0.30000000000000004,1.1206310514564428,0.45,-0.0,0.45,1.0,True,False,True,True,3.0,1.5,1.2247448713915892,0.45,0.45,-0.0,0.45,1.0,True,False,True,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,B,16,0,21.306299209594727,0.9059879183769226,21.306299209594727,3.0,10.214930534362793,4.0,18.064884185791016,17.284860610961914,18.47351837158203,0.9338391423225403,0.9281851649284363,0.9397751688957214,-0.8530330657958984,-4.825847625732422,3.223905563354492,-0.00524824857711792,-0.038643717765808105,0.02538275718688965,,0.2,0.05000000000000002,0.18677184190940715,0.2,-0.0,0.2,2.0,True,False,False,False,1.5,0.0,0.0,0.2,0.2,-0.0,0.2,2.0,True,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,C,16,0,20.34914207458496,0.9084717035293579,20.34914207458496,2.0,11.900458335876465,2.0,19.33105977376302,17.907100677490234,21.612560272216797,0.9233959714571635,0.9072731137275696,0.9347296357154846,0.42317644755045575,-3.8686904907226562,4.181062698364258,-0.0019365350405375163,-0.0361599326133728,0.02786654233932495,,0.15,0.0,0.0,0.15,-0.0,0.15,3.0,True,False,False,False,1.5,0.0,0.0,0.15,0.15,-0.0,0.15,3.0,True,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,D,16,0,16.480451583862305,0.9446316361427307,16.480451583862305,1.0,11.612418174743652,3.0,19.052740732828777,17.284860610961914,21.96626091003418,0.9268791874249777,0.9061327576637268,0.9397751688957214,5.581430435180664,3.8686904907226562,8.049753189086914,0.046276708443959556,0.0361599326133728,0.06402647495269775,,-0.2,-0.35,-1.3074028933658497,0.0,0.2,0.2,4.0,False,True,False,False,0.0,-1.5,-1.2247448713915892,-0.2,0.0,0.2,0.2,4.0,False,True,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,A,16,0,24.442733764648438,0.8828942179679871,24.442733764648438,4.0,13.481110572814941,1.0,20.671698252360027,18.4362735748291,21.96626091003418,0.9156543215115865,0.9061327576637268,0.9335570931434631,-4.69563357035319,-8.153093338012695,-2.4439659118652344,-0.035237252712249756,-0.06367999315261841,-0.018569231033325195,,0.0,-0.04999999999999999,-0.13130643285972254,0.0,-0.0,0.0,2.0,False,False,False,False,2.0,0.5,0.4082482904638631,0.0,0.0,-0.0,0.0,2.0,False,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,B,16,0,21.998767852783203,0.9014634490013123,21.998767852783203,3.0,10.214930534362793,4.0,18.064884185791016,17.284860610961914,18.47351837158203,0.9338391423225403,0.9281851649284363,0.9397751688957214,-1.4370123545328777,-5.709127426147461,2.4439659118652344,-0.010478278001149496,-0.04511076211929321,0.018569231033325195,,-0.15,-0.19999999999999998,-0.5252257314388902,0.0,0.15,0.15,3.0,False,True,False,False,0.5,-1.0,-0.8164965809277261,-0.15,0.0,0.15,0.15,3.0,False,True,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,C,16,0,20.952892303466797,0.9063567519187927,20.952892303466797,2.0,11.900458335876465,2.0,19.33105977376302,17.907100677490234,21.612560272216797,0.9233959714571635,0.9072731137275696,0.9347296357154846,-0.0425116221110026,-4.663251876831055,3.4898414611816406,-0.003953874111175537,-0.040217459201812744,0.023462533950805664,,-0.25,-0.3,-0.7878385971583354,0.0,0.25,0.25,4.0,False,True,False,False,0.5,-1.0,-0.8164965809277261,-0.25,0.0,0.25,0.25,4.0,False,True,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,D,16,0,16.289640426635742,0.9465742111206055,16.289640426635742,1.0,11.612418174743652,3.0,19.052740732828777,17.284860610961914,21.96626091003418,0.9268791874249777,0.9061327576637268,0.9397751688957214,6.17515754699707,4.663251876831055,8.153093338012695,0.04966940482457479,0.040217459201812744,0.06367999315261841,,0.6,0.55,1.4443707614569483,0.6,-0.0,0.6,1.0,True,False,True,True,3.0,1.5,1.2247448713915892,0.6,0.6,-0.0,0.6,1.0,True,False,True,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_04,normal_04,A,16,0,22.638141632080078,0.8993716239929199,22.638141632080078,3.0,12.73962688446045,2.0,20.191864013671875,19.185062408447266,21.70427894592285,0.9193738102912903,0.9064422249794006,0.9282551407814026,-2.105706532796224,-3.704996109008789,0.007419586181640625,-0.011085907618204752,-0.0273168683052063,0.008297860622406006,,0.45,0.35,1.0801234497346435,0.45,-0.0,0.45,1.0,True,False,True,False,2.0,0.5,0.3872983346207417,0.45,0.45,-0.0,0.45,1.0,True,False,True,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_04,normal_04,B,16,0,18.93314552307129,0.9266884922981262,18.93314552307129,1.0,12.952154159545898,1.0,20.373708089192707,19.185062408447266,21.725791931152344,0.9141780336697897,0.9009222984313965,0.9282551407814026,2.8342882792154946,1.0854530334472656,3.7124156951904297,0.025336583455403645,0.013078153133392334,0.035614728927612305,,0.25,0.15,0.46291004988627577,0.25,-0.0,0.25,2.0,True,False,False,False,1.0,-0.5,-0.3872983346207417,0.25,0.25,-0.0,0.25,2.0,True,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_04,normal_04,C,16,0,20.018598556518555,0.9136103391647339,20.018598556518555,2.0,11.234661102294922,3.0,18.718891779581707,14.24212646484375,21.70427894592285,0.9246317942937216,0.9064422249794006,0.9540964961051941,1.3870175679524739,-1.0854530334472656,2.626962661743164,0.007899045944213867,-0.013078153133392334,0.02253657579421997,,0.0,-0.1,-0.3086066999241839,0.0,-0.0,0.0,3.0,False,False,False,True,3.0,1.5,1.161895003862225,0.0,0.0,-0.0,0.0,3.0,False,False,False,False
p002,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_04,normal_04,D,16,0,22.64556121826172,0.8910737633705139,22.64556121826172,4.0,11.010201454162598,4.0,18.551389694213867,14.24212646484375,21.725791931152344,0.9261476198832194,0.9009222984313965,0.9540964961051941,-2.1155993143717446,-3.7124156951904297,-0.007419586181640625,-0.02214972178141276,-0.035614728927612305,-0.008297860622406006,,-0.3,-0.4,-1.2344267996967355,0.0,0.3,0.3,4.0,False,True,False,False,0.0,-1.5,-1.161895003862225,-0.3,0.0,0.3,0.3,4.0,False,True,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,A,16,0,16.90498924255371,0.9344996213912964,16.90498924255371,4.0,9.018000602722168,2.0,14.544818560282389,11.508720397949219,18.894702911376953,0.9478740890820821,0.9184021949768066,0.9684120416641235,-3.1245409647623696,-3.900775909423828,-2.4092025756835938,-0.02259540557861328,-0.028043687343597412,-0.017671525478363037,,0.4,0.30000000000000004,1.0190493307301363,0.4,-0.0,0.4,1.0,True,False,True,True,3.0,1.5,1.2247448713915892,0.4,0.4,-0.0,0.4,1.0,True,False,True,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,B,16,0,13.841344833374023,0.9565706253051758,13.841344833374023,2.0,6.375213146209717,4.0,12.825511614481607,11.508720397949219,15.17424488067627,0.961052934328715,0.9480376243591309,0.9684120416641235,0.9603182474772135,-0.8371315002441406,3.0636444091796875,0.006832599639892578,-0.005972683429718018,0.022071003913879395,,0.3,0.19999999999999998,0.6793662204867573,0.3,-0.0,0.3,2.0,True,False,False,False,2.0,0.5,0.4082482904638631,0.3,0.3,-0.0,0.3,2.0,True,False,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,C,16,0,13.004213333129883,0.9625433087348938,13.004213333129883,1.0,11.948543548583984,1.0,17.34729544321696,15.17424488067627,18.894702911376953,0.9308346311251322,0.9184021949768066,0.9480376243591309,2.076493581136068,0.8371315002441406,3.900775909423828,0.014796177546183268,0.005972683429718018,0.028043687343597412,,-0.1,-0.2,-0.6793662204867574,0.0,0.1,0.1,3.0,False,True,False,False,0.5,-1.0,-0.8164965809277261,-0.1,0.0,0.1,0.1,3.0,False,True,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_01,normal_01,D,16,0,14.495786666870117,0.9521711468696594,14.495786666870117,3.0,8.63063907623291,3.0,14.332513491312662,11.793569564819336,17.972938537597656,0.949860413869222,0.9260640740394592,0.9667091369628906,0.08772913614908855,-1.4915733337402344,2.4092025756835938,0.0009666283925374349,-0.010372161865234375,0.017671525478363037,,-0.2,-0.30000000000000004,-1.0190493307301363,0.0,0.2,0.2,4.0,False,True,False,False,0.5,-1.0,-0.8164965809277261,-0.2,0.0,0.2,0.2,4.0,False,True,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,A,16,0,16.702817916870117,0.9369431138038635,16.702817916870117,3.0,8.068227767944336,4.0,14.226506551106771,12.364816665649414,15.195962905883789,0.9525416493415833,0.9456091523170471,0.9638627767562866,-0.5564673741658529,-1.721034049987793,0.8288822174072266,-0.003695984681447347,-0.013104379177093506,0.007122993469238281,,0.45,0.275,1.1000000000000003,0.45,-0.0,0.45,1.0,True,False,True,True,3.0,1.5,1.161895003862225,0.45,0.45,-0.0,0.45,1.0,True,False,True,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,B,16,0,15.925567626953125,0.9420496821403503,15.925567626953125,2.0,8.454655647277832,3.0,14.461814244588217,12.364816665649414,16.905588150024414,0.9497394363085429,0.9340565800666809,0.9638627767562866,0.47986634572347003,-0.9437837600708008,1.6061325073242188,0.0031127731005350747,-0.00799781084060669,0.012229561805725098,,0.25,0.07500000000000001,0.3000000000000001,0.25,-0.0,0.25,2.0,True,False,False,False,2.0,0.5,0.3872983346207417,0.25,0.25,-0.0,0.25,2.0,True,False,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,C,16,0,17.531700134277344,0.9298201203346252,17.531700134277344,4.0,9.858083724975586,2.0,15.644691467285156,14.11503791809082,17.62307357788086,0.9418798287709554,0.928731381893158,0.9512989521026611,-1.661643664042155,-2.5499162673950195,-0.8288822174072266,-0.013193309307098389,-0.020227372646331787,-0.007122993469238281,,0.15,-0.024999999999999994,-0.09999999999999999,0.15,-0.0,0.15,3.0,True,False,False,False,1.0,-0.5,-0.3872983346207417,0.15,0.15,-0.0,0.15,3.0,True,False,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_02,normal_02,D,16,0,14.981783866882324,0.950047492980957,14.981783866882324,1.0,10.873717308044434,1.0,16.54913393656413,15.11874008178711,17.62307357788086,0.9369803269704183,0.928731381893158,0.948153018951416,1.7382446924845378,0.9437837600708008,2.5499162673950195,0.01377652088801066,0.00799781084060669,0.020227372646331787,,-0.15,-0.32499999999999996,-1.3,0.0,0.15,0.15,4.0,False,True,False,False,0.0,-1.5,-1.161895003862225,-0.15,0.0,0.15,0.15,4.0,False,True,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,A,16,0,16.7746639251709,0.9354842305183411,16.7746639251709,4.0,10.65109634399414,1.0,16.65517298380534,16.209285736083984,17.4140682220459,0.9344625075658163,0.9320107102394104,0.9364420771598816,-2.2259902954101562,-5.054137229919434,-0.40111351013183594,-0.01551969846089681,-0.03439509868621826,-0.0030798912048339844,,0.45,0.325,1.0987005311470717,0.45,-0.0,0.45,1.0,True,False,True,True,3.0,1.5,1.2247448713915892,0.45,0.45,-0.0,0.45,1.0,True,False,True,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,B,16,0,11.720526695251465,0.9698793292045593,11.720526695251465,1.0,9.635738372802734,2.0,15.762118657430014,14.149689674377441,17.4140682220459,0.9441891511281332,0.9320107102394104,0.9557082653045654,4.512859344482422,3.8314170837402344,5.054137229919434,0.03034043312072754,0.025310993194580078,0.03439509868621826,,0.3,0.175,0.5916079783099616,0.3,-0.0,0.3,2.0,True,False,False,False,2.0,0.5,0.4082482904638631,0.3,0.3,-0.0,0.3,2.0,True,False,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,C,16,0,16.373550415039062,0.938564121723175,16.373550415039062,3.0,9.582425117492676,3.0,15.771491368611654,15.382590293884277,16.209285736083984,0.9412075281143188,0.9364420771598816,0.9448484778404236,-1.6911722819010417,-4.653023719787598,0.40111351013183594,-0.011413176854451498,-0.03131520748138428,0.0030798912048339844,,-0.15,-0.275,-0.9296696802013683,0.0,0.15,0.15,4.0,False,True,False,False,0.5,-1.0,-0.8164965809277261,-0.15,0.0,0.15,0.15,4.0,False,True,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_03,normal_03,D,16,0,15.5519437789917,0.9445683360099792,15.5519437789917,2.0,9.00875186920166,4.0,15.291481653849283,14.149689674377441,16.342164993286133,0.9443250099817911,0.9349347352981567,0.9557082653045654,-0.595696767171224,-3.8314170837402344,1.2227201461791992,-0.003407557805379232,-0.025310993194580078,0.009084105491638184,,-0.1,-0.225,-0.760638829255665,0.0,0.1,0.1,3.0,False,True,False,False,0.5,-1.0,-0.8164965809277261,-0.1,0.0,0.1,0.1,3.0,False,True,False,False
p003,factual_qa,Qwen/Qwen2.5-7B-Instruct::normal_04,normal_04,A,16,0,17.02446746826172,0.9372758269309998,17.02446746826172,3.0,8.068227767944336,4.0,14.226506551106771,12.364816665649414,15.195962905883789,0.9525416493415833,0.9456091523170471,0.9638627767562866,-0.5628814697265625,-2.0040130615234375,0.6113452911376953,-0.003985762596130371,-0.01434856653213501,0.004858613014221191,,0.45,0.325,1.0987005311470717,0.45,-0.0,0.45,1.0,True,False,True,True,3.0,1.5,1.161895003862225,0.45,0.45,-0.0,0.45,1.0,True,False,True,False
