prompt_id,evaluator_id,layer_index,layer_position,candidate_i,candidate_j,euclidean_distance,cosine_similarity,distance_to_self_i,distance_to_self_j,distance_to_self_difference_i_minus_j,distance_to_self_advantage_i_over_j,cosine_to_self_i,cosine_to_self_j,cosine_to_self_difference_i_minus_j,cosine_to_self_advantage_i_over_j,allocation_i,allocation_j,allocation_difference,abs_allocation_difference
p001,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,D,17.54679298400879,0.9300158619880676,13.894643783569336,17.463335037231445,-3.5686912536621094,3.5686912536621094,0.9568241238594055,0.927361011505127,0.029463112354278564,0.029463112354278564,0.3,-0.1,0.4,0.4
p001,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,C,D,10.076041221618652,0.9744027256965637,19.206348419189453,17.463335037231445,1.7430133819580078,-1.7430133819580078,0.9108738303184509,0.927361011505127,-0.016487181186676025,-0.016487181186676025,-0.15,-0.1,-0.04999999999999999,0.04999999999999999
p001,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,B,11.019641876220703,0.9720243811607361,20.16227912902832,19.62404441833496,0.5382347106933594,-0.5382347106933594,0.9072750210762024,0.9104099869728088,-0.0031349658966064453,-0.0031349658966064453,0.45,0.15,0.30000000000000004,0.30000000000000004
p001,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,C,15.257476806640625,0.9460182189941406,20.16227912902832,12.4725341796875,7.68974494934082,-7.68974494934082,0.9072750210762024,0.9638344049453735,-0.05655938386917114,-0.05655938386917114,0.45,-0.25,0.7,0.7
p001,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,D,12.526220321655273,0.9638450145721436,20.16227912902832,20.925464630126953,-0.7631855010986328,0.7631855010986328,0.9072750210762024,0.8957412838935852,0.011533737182617188,0.011533737182617188,0.45,-0.15,0.6,0.6
p001,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,C,15.952774047851562,0.9393343925476074,19.62404441833496,12.4725341796875,7.151510238647461,-7.151510238647461,0.9104099869728088,0.9638344049453735,-0.0534244179725647,-0.0534244179725647,0.15,-0.25,0.4,0.4
p001,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,D,12.014997482299805,0.9651318192481995,19.62404441833496,20.925464630126953,-1.3014202117919922,1.3014202117919922,0.9104099869728088,0.8957412838935852,0.014668703079223633,0.014668703079223633,0.15,-0.15,0.3,0.3
p001,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,C,D,16.39068031311035,0.9341402053833008,12.4725341796875,20.925464630126953,-8.452930450439453,8.452930450439453,0.9638344049453735,0.8957412838935852,0.06809312105178833,0.06809312105178833,-0.25,-0.15,-0.1,0.1
p001,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,B,12.530821800231934,0.9627695679664612,20.86320686340332,20.364904403686523,0.4983024597167969,-0.4983024597167969,0.8980101943016052,0.9026712775230408,-0.004661083221435547,-0.004661083221435547,0.45,0.25,0.2,0.2
p001,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,C,12.702512741088867,0.9611012935638428,20.86320686340332,16.422855377197266,4.440351486206055,-4.440351486206055,0.8980101943016052,0.9356500506401062,-0.03763985633850098,-0.03763985633850098,0.45,-0.15,0.6,0.6
p001,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,D,17.579729080200195,0.9288910031318665,20.86320686340332,13.372651100158691,7.490555763244629,-7.490555763244629,0.8980101943016052,0.9591864347457886,-0.06117624044418335,-0.06117624044418335,0.45,-0.15,0.6,0.6
p001,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,B,C,12.113530158996582,0.9645493626594543,20.364904403686523,16.422855377197266,3.942049026489258,-3.942049026489258,0.9026712775230408,0.9356500506401062,-0.03297877311706543,-0.03297877311706543,0.25,-0.15,0.4,0.4
p001,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,B,D,17.859325408935547,0.9265149831771851,20.364904403686523,13.372651100158691,6.992253303527832,-6.992253303527832,0.9026712775230408,0.9591864347457886,-0.0565151572227478,-0.0565151572227478,0.25,-0.15,0.4,0.4
p001,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,C,D,13.677536010742188,0.9569253325462341,16.422855377197266,13.372651100158691,3.050204277038574,-3.050204277038574,0.9356500506401062,0.9591864347457886,-0.023536384105682373,-0.023536384105682373,-0.15,-0.15,0.0,0.0
p002,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,B,20.403213500976562,0.9170260429382324,27.626144409179688,24.12362289428711,3.502521514892578,-3.502521514892578,0.8481879830360413,0.8798645734786987,-0.03167659044265747,-0.03167659044265747,0.45,0.15,0.30000000000000004,0.30000000000000004
p002,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,C,24.736019134521484,0.8739672899246216,27.626144409179688,16.474910736083984,11.151233673095703,-11.151233673095703,0.8481879830360413,0.9427366852760315,-0.09454870223999023,-0.09454870223999023,0.45,0.3,0.15000000000000002,0.15000000000000002
p002,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,D,17.894237518310547,0.9358634352684021,27.626144409179688,22.540990829467773,5.085153579711914,-5.085153579711914,0.8481879830360413,0.8921028971672058,-0.04391491413116455,-0.04391491413116455,0.45,0.1,0.35,0.35
p002,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,B,C,19.6754093170166,0.9162998199462891,24.12362289428711,16.474910736083984,7.648712158203125,-7.648712158203125,0.8798645734786987,0.9427366852760315,-0.06287211179733276,-0.06287211179733276,0.15,0.3,-0.15,0.15
p002,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,B,D,16.635927200317383,0.9409952759742737,24.12362289428711,22.540990829467773,1.582632064819336,-1.582632064819336,0.8798645734786987,0.8921028971672058,-0.01223832368850708,-0.01223832368850708,0.15,0.1,0.04999999999999999,0.04999999999999999
p002,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,C,D,15.95144271850586,0.941921055316925,16.474910736083984,22.540990829467773,-6.066080093383789,6.066080093383789,0.9427366852760315,0.8921028971672058,0.050633788108825684,0.050633788108825684,0.3,0.1,0.19999999999999998,0.19999999999999998
p002,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,B,18.4362735748291,0.9335570931434631,24.53020477294922,21.306299209594727,3.223905563354492,-3.223905563354492,0.880605161190033,0.9059879183769226,-0.02538275718688965,-0.02538275718688965,0.45,0.2,0.25,0.25
p002,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,C,21.612560272216797,0.9072731137275696,24.53020477294922,20.34914207458496,4.181062698364258,-4.181062698364258,0.880605161190033,0.9084717035293579,-0.02786654233932495,-0.02786654233932495,0.45,0.15,0.30000000000000004,0.30000000000000004
p002,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,D,21.96626091003418,0.9061327576637268,24.53020477294922,16.480451583862305,8.049753189086914,-8.049753189086914,0.880605161190033,0.9446316361427307,-0.06402647495269775,-0.06402647495269775,0.45,-0.2,0.65,0.65
p002,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,C,18.47351837158203,0.9281851649284363,21.306299209594727,20.34914207458496,0.9571571350097656,-0.9571571350097656,0.9059879183769226,0.9084717035293579,-0.0024837851524353027,-0.0024837851524353027,0.2,0.15,0.05000000000000002,0.05000000000000002
p002,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,D,17.284860610961914,0.9397751688957214,21.306299209594727,16.480451583862305,4.825847625732422,-4.825847625732422,0.9059879183769226,0.9446316361427307,-0.038643717765808105,-0.038643717765808105,0.2,-0.2,0.4,0.4
p002,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,C,D,17.907100677490234,0.9347296357154846,20.34914207458496,16.480451583862305,3.8686904907226562,-3.8686904907226562,0.9084717035293579,0.9446316361427307,-0.0361599326133728,-0.0361599326133728,0.15,-0.2,0.35,0.35
p002,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,B,18.4362735748291,0.9335570931434631,24.442733764648438,21.998767852783203,2.4439659118652344,-2.4439659118652344,0.8828942179679871,0.9014634490013123,-0.018569231033325195,-0.018569231033325195,0.0,-0.15,0.15,0.15
p002,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,C,21.612560272216797,0.9072731137275696,24.442733764648438,20.952892303466797,3.4898414611816406,-3.4898414611816406,0.8828942179679871,0.9063567519187927,-0.023462533950805664,-0.023462533950805664,0.0,-0.25,0.25,0.25
p002,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,D,21.96626091003418,0.9061327576637268,24.442733764648438,16.289640426635742,8.153093338012695,-8.153093338012695,0.8828942179679871,0.9465742111206055,-0.06367999315261841,-0.06367999315261841,0.0,0.6,-0.6,0.6
p002,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,C,18.47351837158203,0.9281851649284363,21.998767852783203,20.952892303466797,1.0458755493164062,-1.0458755493164062,0.9014634490013123,0.9063567519187927,-0.004893302917480469,-0.004893302917480469,-0.15,-0.25,0.1,0.1
p002,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,D,17.284860610961914,0.9397751688957214,21.998767852783203,16.289640426635742,5.709127426147461,-5.709127426147461,0.9014634490013123,0.9465742111206055,-0.04511076211929321,-0.04511076211929321,-0.15,0.6,-0.75,0.75
p002,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,C,D,17.907100677490234,0.9347296357154846,20.952892303466797,16.289640426635742,4.663251876831055,-4.663251876831055,0.9063567519187927,0.9465742111206055,-0.040217459201812744,-0.040217459201812744,-0.25,0.6,-0.85,0.85
p002,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,B,19.185062408447266,0.9282551407814026,22.638141632080078,18.93314552307129,3.704996109008789,-3.704996109008789,0.8993716239929199,0.9266884922981262,-0.0273168683052063,-0.0273168683052063,0.45,0.25,0.2,0.2
p002,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,C,21.70427894592285,0.9064422249794006,22.638141632080078,20.018598556518555,2.6195430755615234,-2.6195430755615234,0.8993716239929199,0.9136103391647339,-0.014238715171813965,-0.014238715171813965,0.45,0.0,0.45,0.45
p002,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,D,19.686250686645508,0.9234240651130676,22.638141632080078,22.64556121826172,-0.007419586181640625,0.007419586181640625,0.8993716239929199,0.8910737633705139,0.008297860622406006,0.008297860622406006,0.45,-0.3,0.75,0.75
p002,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,B,C,20.210269927978516,0.9133566617965698,18.93314552307129,20.018598556518555,-1.0854530334472656,1.0854530334472656,0.9266884922981262,0.9136103391647339,0.013078153133392334,0.013078153133392334,0.25,0.0,0.25,0.25
p002,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,B,D,21.725791931152344,0.9009222984313965,18.93314552307129,22.64556121826172,-3.7124156951904297,3.7124156951904297,0.9266884922981262,0.8910737633705139,0.035614728927612305,0.035614728927612305,0.25,-0.3,0.55,0.55
p002,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,C,D,14.24212646484375,0.9540964961051941,20.018598556518555,22.64556121826172,-2.626962661743164,2.626962661743164,0.9136103391647339,0.8910737633705139,0.02253657579421997,0.02253657579421997,0.0,-0.3,0.3,0.3
p003,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,B,11.508720397949219,0.9684120416641235,16.90498924255371,13.841344833374023,3.0636444091796875,-3.0636444091796875,0.9344996213912964,0.9565706253051758,-0.022071003913879395,-0.022071003913879395,0.4,0.3,0.10000000000000003,0.10000000000000003
p003,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,C,18.894702911376953,0.9184021949768066,16.90498924255371,13.004213333129883,3.900775909423828,-3.900775909423828,0.9344996213912964,0.9625433087348938,-0.028043687343597412,-0.028043687343597412,0.4,-0.1,0.5,0.5
p003,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,D,13.231032371520996,0.9568080306053162,16.90498924255371,14.495786666870117,2.4092025756835938,-2.4092025756835938,0.9344996213912964,0.9521711468696594,-0.017671525478363037,-0.017671525478363037,0.4,-0.2,0.6000000000000001,0.6000000000000001
p003,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,B,C,15.17424488067627,0.9480376243591309,13.841344833374023,13.004213333129883,0.8371315002441406,-0.8371315002441406,0.9565706253051758,0.9625433087348938,-0.005972683429718018,-0.005972683429718018,0.3,-0.1,0.4,0.4
p003,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,B,D,11.793569564819336,0.9667091369628906,13.841344833374023,14.495786666870117,-0.6544418334960938,0.6544418334960938,0.9565706253051758,0.9521711468696594,0.004399478435516357,0.004399478435516357,0.3,-0.2,0.5,0.5
p003,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,C,D,17.972938537597656,0.9260640740394592,13.004213333129883,14.495786666870117,-1.4915733337402344,1.4915733337402344,0.9625433087348938,0.9521711468696594,0.010372161865234375,0.010372161865234375,-0.1,-0.2,0.1,0.1
p003,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,B,12.364816665649414,0.9638627767562866,16.702817916870117,15.925567626953125,0.7772502899169922,-0.7772502899169922,0.9369431138038635,0.9420496821403503,-0.005106568336486816,-0.005106568336486816,0.45,0.25,0.2,0.2
p003,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,C,15.195962905883789,0.9456091523170471,16.702817916870117,17.531700134277344,-0.8288822174072266,0.8288822174072266,0.9369431138038635,0.9298201203346252,0.007122993469238281,0.007122993469238281,0.45,0.15,0.30000000000000004,0.30000000000000004
p003,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,D,15.11874008178711,0.948153018951416,16.702817916870117,14.981783866882324,1.721034049987793,-1.721034049987793,0.9369431138038635,0.950047492980957,-0.013104379177093506,-0.013104379177093506,0.45,-0.15,0.6,0.6
p003,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,C,14.11503791809082,0.9512989521026611,15.925567626953125,17.531700134277344,-1.6061325073242188,1.6061325073242188,0.9420496821403503,0.9298201203346252,0.012229561805725098,0.012229561805725098,0.25,0.15,0.1,0.1
p003,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,D,16.905588150024414,0.9340565800666809,15.925567626953125,14.981783866882324,0.9437837600708008,-0.9437837600708008,0.9420496821403503,0.950047492980957,-0.00799781084060669,-0.00799781084060669,0.25,-0.15,0.4,0.4
p003,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,C,D,17.62307357788086,0.928731381893158,17.531700134277344,14.981783866882324,2.5499162673950195,-2.5499162673950195,0.9298201203346252,0.950047492980957,-0.020227372646331787,-0.020227372646331787,0.15,-0.15,0.3,0.3
p003,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,B,17.4140682220459,0.9320107102394104,16.7746639251709,11.720526695251465,5.054137229919434,-5.054137229919434,0.9354842305183411,0.9698793292045593,-0.03439509868621826,-0.03439509868621826,0.45,0.3,0.15000000000000002,0.15000000000000002
p003,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,C,16.209285736083984,0.9364420771598816,16.7746639251709,16.373550415039062,0.40111351013183594,-0.40111351013183594,0.9354842305183411,0.938564121723175,-0.0030798912048339844,-0.0030798912048339844,0.45,-0.15,0.6,0.6
p003,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,D,16.342164993286133,0.9349347352981567,16.7746639251709,15.5519437789917,1.2227201461791992,-1.2227201461791992,0.9354842305183411,0.9445683360099792,-0.009084105491638184,-0.009084105491638184,0.45,-0.1,0.55,0.55
p003,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,C,15.7225980758667,0.9448484778404236,11.720526695251465,16.373550415039062,-4.653023719787598,4.653023719787598,0.9698793292045593,0.938564121723175,0.03131520748138428,0.03131520748138428,0.3,-0.15,0.44999999999999996,0.44999999999999996
p003,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,D,14.149689674377441,0.9557082653045654,11.720526695251465,15.5519437789917,-3.8314170837402344,3.8314170837402344,0.9698793292045593,0.9445683360099792,0.025310993194580078,0.025310993194580078,0.3,-0.1,0.4,0.4
p003,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,C,D,15.382590293884277,0.9423320293426514,16.373550415039062,15.5519437789917,0.8216066360473633,-0.8216066360473633,0.938564121723175,0.9445683360099792,-0.006004214286804199,-0.006004214286804199,-0.15,-0.1,-0.04999999999999999,0.04999999999999999
p003,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,B,12.364816665649414,0.9638627767562866,17.02446746826172,16.728490829467773,0.2959766387939453,-0.2959766387939453,0.9372758269309998,0.939743161201477,-0.002467334270477295,-0.002467334270477295,0.45,0.3,0.15000000000000002,0.15000000000000002
p003,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,C,15.195962905883789,0.9456091523170471,17.02446746826172,17.635812759399414,-0.6113452911376953,0.6113452911376953,0.9372758269309998,0.9324172139167786,0.004858613014221191,0.004858613014221191,0.45,-0.1,0.55,0.55
p003,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,A,D,15.11874008178711,0.948153018951416,17.02446746826172,15.020454406738281,2.0040130615234375,-2.0040130615234375,0.9372758269309998,0.9516243934631348,-0.01434856653213501,-0.01434856653213501,0.45,-0.15,0.6,0.6
p003,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,B,C,14.11503791809082,0.9512989521026611,16.728490829467773,17.635812759399414,-0.9073219299316406,0.9073219299316406,0.939743161201477,0.9324172139167786,0.007325947284698486,0.007325947284698486,0.3,-0.1,0.4,0.4
p003,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,B,D,16.905588150024414,0.9340565800666809,16.728490829467773,15.020454406738281,1.7080364227294922,-1.7080364227294922,0.939743161201477,0.9516243934631348,-0.011881232261657715,-0.011881232261657715,0.3,-0.15,0.44999999999999996,0.44999999999999996
p003,Qwen/Qwen2.5-7B-Instruct::normal_04,16,0,C,D,17.62307357788086,0.928731381893158,17.635812759399414,15.020454406738281,2.615358352661133,-2.615358352661133,0.9324172139167786,0.9516243934631348,-0.0192071795463562,-0.0192071795463562,-0.1,-0.15,0.04999999999999999,0.04999999999999999
p004,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,B,22.413990020751953,0.9044012427330017,22.84977149963379,18.540254592895508,4.309516906738281,-4.309516906738281,0.9007678031921387,0.9257908463478088,-0.025023043155670166,-0.025023043155670166,0.0,-0.15,0.15,0.15
p004,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,C,23.404375076293945,0.8955478668212891,22.84977149963379,12.616222381591797,10.233549118041992,-10.233549118041992,0.9007678031921387,0.9660703539848328,-0.06530255079269409,-0.06530255079269409,0.0,-0.25,0.25,0.25
p004,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,A,D,17.778539657592773,0.9410623908042908,22.84977149963379,15.641712188720703,7.208059310913086,-7.208059310913086,0.9007678031921387,0.948436439037323,-0.047668635845184326,-0.047668635845184326,0.0,0.6,-0.6,0.6
p004,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,B,C,15.103129386901855,0.9503257870674133,18.540254592895508,12.616222381591797,5.924032211303711,-5.924032211303711,0.9257908463478088,0.9660703539848328,-0.040279507637023926,-0.040279507637023926,-0.15,-0.25,0.1,0.1
p004,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,B,D,14.568669319152832,0.9545987844467163,18.540254592895508,15.641712188720703,2.8985424041748047,-2.8985424041748047,0.9257908463478088,0.948436439037323,-0.02264559268951416,-0.02264559268951416,-0.15,0.6,-0.75,0.75
p004,Qwen/Qwen2.5-7B-Instruct::normal_01,16,0,C,D,14.342306137084961,0.9563838243484497,12.616222381591797,15.641712188720703,-3.0254898071289062,3.0254898071289062,0.9660703539848328,0.948436439037323,0.017633914947509766,0.017633914947509766,-0.25,0.6,-0.85,0.85
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,B,23.14623260498047,0.8976937532424927,22.2554988861084,18.790563583374023,3.464935302734375,-3.464935302734375,0.9063596129417419,0.9250020980834961,-0.01864248514175415,-0.01864248514175415,0.45,-0.15,0.6,0.6
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,C,21.279428482055664,0.9142823815345764,22.2554988861084,11.910165786743164,10.345333099365234,-10.345333099365234,0.9063596129417419,0.9703289866447449,-0.06396937370300293,-0.06396937370300293,0.45,0.3,0.15000000000000002,0.15000000000000002
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,D,20.87816619873047,0.9176587462425232,22.2554988861084,18.611879348754883,3.6436195373535156,-3.6436195373535156,0.9063596129417419,0.9268828630447388,-0.020523250102996826,-0.020523250102996826,0.45,-0.1,0.55,0.55
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,C,14.483853340148926,0.9537299275398254,18.790563583374023,11.910165786743164,6.880397796630859,-6.880397796630859,0.9250020980834961,0.9703289866447449,-0.04532688856124878,-0.04532688856124878,-0.15,0.3,-0.44999999999999996,0.44999999999999996
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,B,D,8.828639030456543,0.9828065037727356,18.790563583374023,18.611879348754883,0.17868423461914062,-0.17868423461914062,0.9250020980834961,0.9268828630447388,-0.0018807649612426758,-0.0018807649612426758,-0.15,-0.1,-0.04999999999999999,0.04999999999999999
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,C,D,14.616792678833008,0.9533318281173706,11.910165786743164,18.611879348754883,-6.701713562011719,6.701713562011719,0.9703289866447449,0.9268828630447388,0.043446123600006104,0.043446123600006104,0.3,-0.1,0.4,0.4
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,B,18.9630069732666,0.9325706362724304,20.88447380065918,14.794270515441895,6.090203285217285,-6.090203285217285,0.9175790548324585,0.9538481831550598,-0.03626912832260132,-0.03626912832260132,0.45,0.3,0.15000000000000002,0.15000000000000002
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,C,24.334970474243164,0.8865379095077515,20.88447380065918,17.170642852783203,3.7138309478759766,-3.7138309478759766,0.9175790548324585,0.9363166093826294,-0.0187375545501709,-0.0187375545501709,0.45,-0.15,0.6,0.6
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,A,D,20.854345321655273,0.9178568124771118,20.88447380065918,17.50103759765625,3.3834362030029297,-3.3834362030029297,0.9175790548324585,0.933825671672821,-0.01624661684036255,-0.01624661684036255,0.45,-0.1,0.55,0.55
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,C,15.440107345581055,0.9493377804756165,14.794270515441895,17.170642852783203,-2.3763723373413086,2.3763723373413086,0.9538481831550598,0.9363166093826294,0.01753157377243042,0.01753157377243042,0.3,-0.15,0.44999999999999996,0.44999999999999996
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,B,D,13.267035484313965,0.9626643061637878,14.794270515441895,17.50103759765625,-2.7067670822143555,2.7067670822143555,0.9538481831550598,0.933825671672821,0.02002251148223877,0.02002251148223877,0.3,-0.1,0.4,0.4
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,16,0,C,D,11.648510932922363,0.9703051447868347,17.170642852783203,17.50103759765625,-0.3303947448730469,0.3303947448730469,0.9363166093826294,0.933825671672821,0.0024909377098083496,0.0024909377098083496,-0.15,-0.1,-0.04999999999999999,0.04999999999999999
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,B,15.75320053100586,0.9423156976699829,16.9615535736084,13.94035530090332,3.021198272705078,-3.021198272705078,0.9326649904251099,0.9494777917861938,-0.016812801361083984,-0.016812801361083984,0.45,0.3,0.15000000000000002,0.15000000000000002
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,C,20.538860321044922,0.8995377421379089,16.9615535736084,13.397841453552246,3.5637121200561523,-3.5637121200561523,0.9326649904251099,0.9527435898780823,-0.020078599452972412,-0.020078599452972412,0.45,-0.15,0.6,0.6
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,16,0,A,D,19.610034942626953,0.9088893532752991,16.9615535736084,13.503890037536621,3.4576635360717773,-3.4576635360717773,0.9326649904251099,0.9519486427307129,-0.019283652305603027,-0.019283652305603027,0.45,-0.1,0.55,0.55
