prompt_id,evaluator_id,object_type,candidate_id,layer_index,layer_position,activation_norm,n_tokens,span_char_start,span_char_end
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,52.53073501586914,43,408,632
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,47.8916015625,384,647,2828
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,47.79395294189453,151,2843,3723
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,47.238040924072266,145,3738,4582
p004,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,49.25685501098633,320,737,2472
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,52.53073501586914,43,408,632
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,48.94737243652344,145,647,1491
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,47.792640686035156,151,1506,2386
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,47.80476379394531,384,2401,4582
p004,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,48.36988067626953,153,737,1638
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,47.01419448852539,36,419,572
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,43.58454895019531,130,587,1127
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,42.36686325073242,202,1142,1950
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,42.49827194213867,322,1965,3424
p005,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,44.07261657714844,168,748,1470
p005,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,47.01419448852539,36,419,572
p005,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,43.58454895019531,130,587,1127
p005,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,42.6435546875,322,1142,2601
p005,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,42.72177505493164,202,2616,3424
p005,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,43.72053146362305,183,748,1508
p005,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,43.70429611206055,322,419,1878
p005,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,46.5062255859375,36,1893,2046
p005,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,42.26641845703125,202,2061,2869
p005,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,42.7133903503418,130,2884,3424
p005,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,43.91261291503906,167,748,1509
p006,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,57.162418365478516,5,417,422
p006,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,43.93619155883789,265,437,1144
p006,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,44.0213623046875,384,1159,2403
p006,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,43.53623962402344,312,2418,3299
p006,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,44.97332000732422,230,746,1438
p006,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,45.230770111083984,265,417,1124
p006,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,44.027442932128906,384,1139,2383
p006,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,43.37743377685547,312,2398,3279
p006,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,52.471527099609375,5,3294,3299
p006,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,42.7958984375,332,746,1689
p006,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,45.0746955871582,312,417,1298
p006,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,43.945369720458984,265,1313,2020
p006,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,52.52752685546875,5,2035,2040
p006,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,43.594329833984375,384,2055,3299
p006,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,42.63411331176758,384,746,1852
p006,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,45.230770111083984,265,417,1124
p006,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,44.027442932128906,384,1139,2383
p006,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,43.37743377685547,312,2398,3279
p006,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,52.471527099609375,5,3294,3299
p006,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,44.49784469604492,240,746,1440
p007,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,52.27076721191406,24,446,536
p007,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,43.22756576538086,294,551,1693
p007,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,42.753753662109375,384,1708,3407
p007,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,44.18160629272461,384,3422,4976
p007,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,43.55004119873047,355,775,2080
p007,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,44.1896858215332,294,446,1588
p007,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,43.04035568237305,384,1603,3302
p007,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,49.39045333862305,24,3317,3407
p007,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,43.71665954589844,384,3422,4976
p007,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,44.12912368774414,341,775,2042
p007,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,45.181671142578125,384,446,2000
p007,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,48.487857818603516,24,2015,2105
p007,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,42.495635986328125,294,2120,3262
p007,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,42.571895599365234,384,3277,4976
p007,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,42.746517181396484,376,775,2232
p007,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,45.181671142578125,384,446,2000
p007,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,43.051910400390625,384,2015,3714
p007,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,42.21168899536133,294,3729,4871
p007,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,49.01017761230469,24,4886,4976
p007,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,43.42527389526367,352,775,2121
p008,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,45.743377685546875,81,403,673
p008,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,42.647335052490234,220,688,1433
p008,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,43.80490493774414,384,1448,2650
p008,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,43.387168884277344,260,2665,3658
p008,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,43.63996505737305,219,732,1411
p008,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,43.893096923828125,220,403,1148
p008,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,43.83955383300781,81,1163,1433
p008,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,43.81035232543945,384,1448,2650
p008,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,43.27436447143555,260,2665,3658
p008,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,45.003501892089844,324,732,1815
p008,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,44.73749542236328,384,403,1605
p008,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,43.832462310791016,260,1620,2613
p008,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,43.21217346191406,220,2628,3373
p008,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,45.135292053222656,81,3388,3658
p008,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,43.661808013916016,250,732,1654
p008,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,44.73749542236328,384,403,1605
p008,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,43.832462310791016,260,1620,2613
p008,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,43.21217346191406,220,2628,3373
p008,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,45.135292053222656,81,3388,3658
p008,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,43.47336959838867,268,732,1627
p009,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,50.35375213623047,21,406,510
p009,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,48.44538879394531,22,525,633
p009,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,47.90459442138672,24,648,766
p009,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,48.734649658203125,25,781,902
p009,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,47.998226165771484,21,735,846
p009,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,50.35375213623047,21,406,510
p009,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,48.44538879394531,22,525,633
p009,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,49.03526306152344,25,648,769
p009,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,48.934085845947266,24,784,902
p009,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,49.92918395996094,19,735,834
p009,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,50.279415130615234,22,406,514
p009,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,48.19524002075195,21,529,633
p009,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,48.3175163269043,24,648,766
p009,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,49.04133987426758,25,781,902
p009,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,50.078819274902344,17,735,826
p009,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,50.279415130615234,22,406,514
p009,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,48.54258728027344,25,529,650
p009,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,48.157325744628906,24,665,783
p009,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,49.879920959472656,21,798,902
p009,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,49.84563064575195,18,735,829
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,50.15161895751953,58,423,725
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,45.394493103027344,208,740,1841
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,44.99549102783203,112,1856,2429
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,43.941650390625,138,2444,3151
p010,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,47.7037353515625,110,752,1334
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,48.34019088745117,138,423,1130
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,45.9919548034668,112,1145,1718
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,44.29734802246094,208,1733,2834
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,45.79889678955078,58,2849,3151
p010,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,47.975582122802734,90,752,1233
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,48.34019088745117,138,423,1130
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,45.9919548034668,112,1145,1718
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,44.29734802246094,208,1733,2834
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,45.79889678955078,58,2849,3151
p010,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,48.33757019042969,95,752,1266
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,48.957550048828125,112,423,996
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,46.8682975769043,58,1011,1313
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,45.050960540771484,138,1328,2035
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,44.494964599609375,208,2050,3151
p010,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,47.24530029296875,101,752,1268
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,47.19046401977539,71,473,850
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,45.41297149658203,252,865,2274
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,45.828468322753906,59,2289,2576
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,42.69777297973633,158,2591,3463
p011,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,45.354591369628906,122,802,1459
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,45.68794250488281,158,473,1345
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,44.55252456665039,252,1360,2769
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,45.70244216918945,59,2784,3071
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,44.65098190307617,71,3086,3463
p011,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,44.92831039428711,132,802,1490
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,46.420047760009766,252,473,1882
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,43.522762298583984,158,1897,2769
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,45.67658233642578,59,2784,3071
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,45.21382522583008,71,3086,3463
p011,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,46.571815490722656,121,802,1455
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,45.68794250488281,158,473,1345
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,44.869964599609375,71,1360,1737
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,44.46797180175781,252,1752,3161
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,46.12346267700195,59,3176,3463
p011,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,45.5980339050293,79,802,1179
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,54.840267181396484,39,387,642
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,48.11452102661133,97,657,1255
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,46.26692199707031,132,1270,2105
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,45.463111877441406,199,2120,3369
p012,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,47.70680236816406,186,716,1841
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,49.14408874511719,132,387,1222
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,45.23277282714844,199,1237,2486
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,49.90148162841797,39,2501,2756
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,46.7174072265625,97,2771,3369
p012,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,47.43181228637695,184,716,1812
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,49.14408874511719,132,387,1222
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,47.98929977416992,97,1237,1835
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,49.90842819213867,39,1850,2105
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,44.535343170166016,199,2120,3369
p012,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,49.258514404296875,142,716,1592
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,49.14408874511719,132,387,1222
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,50.762481689453125,39,1237,1492
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,44.88861083984375,199,1507,2756
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,46.897300720214844,97,2771,3369
p012,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,48.028709411621094,147,716,1588
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,47.54179000854492,293,392,1912
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,D,16,0,49.30347442626953,89,1927,2361
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,47.203731536865234,121,2376,2929
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,50.81304931640625,33,2944,3104
p013,Qwen/Qwen2.5-7B-Instruct::normal_01,self_answer,SELF,16,0,46.63574981689453,99,721,1179
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,B,16,0,48.29902648925781,121,392,945
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,A,16,0,51.00761795043945,33,960,1120
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,D,16,0,46.9384880065918,89,1135,1569
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,candidate,C,16,0,46.490379333496094,293,1584,3104
p013,Qwen/Qwen2.5-7B-Instruct::normal_02,self_answer,SELF,16,0,47.70305252075195,101,721,1227
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,D,16,0,49.73643112182617,89,392,826
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,A,16,0,51.5679817199707,33,841,1001
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,C,16,0,46.582298278808594,293,1016,2536
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,candidate,B,16,0,47.56217956542969,121,2551,3104
p013,Qwen/Qwen2.5-7B-Instruct::normal_03,self_answer,SELF,16,0,47.687496185302734,134,721,1406
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,A,16,0,53.51912307739258,33,392,552
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,C,16,0,46.3013916015625,293,567,2087
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,D,16,0,48.57888412475586,89,2102,2536
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,candidate,B,16,0,47.23777770996094,121,2551,3104
p013,Qwen/Qwen2.5-7B-Instruct::normal_04,self_answer,SELF,16,0,47.601829528808594,106,721,1216
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,A,16,0,54.30116271972656,22,389,483
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,C,16,0,47.898738861083984,384,498,2424
p014,Qwen/Qwen2.5-7B-Instruct::normal_01,candidate,B,16,0,46.47841262817383,161,2439,3177
