allocation,allocation_first_pass_valid,allocation_retry_count,ballot_field_order,best_pick_vote,borda_points,candidate_display_order,candidate_id,display_id,domain,evaluator,evaluator_id,evaluator_model,placeholder_reason,prompt_id,raw_output,reason,vote_repair_count,vote_repairs_json
0.4,True,0,"signed_allocation,best_pick,borda_ranking",1.0,3.0,"D,B,C,A",A,A,code,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p019,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 40},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 20},
      {""candidate_id"": ""D"", ""cents"": -10}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""A"",
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]]
  }
}","Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed.",0,[]
0.3,True,0,"signed_allocation,best_pick,borda_ranking",0.0,2.0,"D,B,C,A",B,B,code,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p019,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 40},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 20},
      {""candidate_id"": ""D"", ""cents"": -10}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""A"",
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]]
  }
}","Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed.",0,[]
0.2,True,0,"signed_allocation,best_pick,borda_ranking",0.0,1.0,"D,B,C,A",C,C,code,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p019,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 40},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 20},
      {""candidate_id"": ""D"", ""cents"": -10}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""A"",
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]]
  }
}","Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed.",0,[]
-0.1,True,0,"signed_allocation,best_pick,borda_ranking",0.0,0.0,"D,B,C,A",D,D,code,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p019,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 40},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 20},
      {""candidate_id"": ""D"", ""cents"": -10}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""A"",
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]]
  }
}","Candidate A provides a straightforward and correct query with no assumptions, while Candidate D explicitly states the SQL dialect's support for window functions, making it slightly more detailed.",0,[]
0.45,False,1,"best_pick,borda_ranking,signed_allocation",0.0,1.0,"D,B,C,A",A,A,factual_qa,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p047,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""borda_ranking"": [
      [""C""],
      [""A"", ""B"", ""D""]
    ],
    ""signed_allocation_reason"": ""Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate."",
    ""signed_allocation_cents"": [
      {
        ""candidate_id"": ""A"",
        ""cents"": 45
      },
      {
        ""candidate_id"": ""B"",
        ""cents"": 25
      },
      {
        ""candidate_id"": ""C"",
        ""cents"": 0
      },
      {
        ""candidate_id"": ""D"",
        ""cents"": -30
      }
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate.",0,[]
0.25,False,1,"best_pick,borda_ranking,signed_allocation",0.0,1.0,"D,B,C,A",B,B,factual_qa,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p047,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""borda_ranking"": [
      [""C""],
      [""A"", ""B"", ""D""]
    ],
    ""signed_allocation_reason"": ""Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate."",
    ""signed_allocation_cents"": [
      {
        ""candidate_id"": ""A"",
        ""cents"": 45
      },
      {
        ""candidate_id"": ""B"",
        ""cents"": 25
      },
      {
        ""candidate_id"": ""C"",
        ""cents"": 0
      },
      {
        ""candidate_id"": ""D"",
        ""cents"": -30
      }
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate.",0,[]
0.0,False,1,"best_pick,borda_ranking,signed_allocation",1.0,3.0,"D,B,C,A",C,C,factual_qa,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p047,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""borda_ranking"": [
      [""C""],
      [""A"", ""B"", ""D""]
    ],
    ""signed_allocation_reason"": ""Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate."",
    ""signed_allocation_cents"": [
      {
        ""candidate_id"": ""A"",
        ""cents"": 45
      },
      {
        ""candidate_id"": ""B"",
        ""cents"": 25
      },
      {
        ""candidate_id"": ""C"",
        ""cents"": 0
      },
      {
        ""candidate_id"": ""D"",
        ""cents"": -30
      }
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate.",0,[]
-0.3,False,1,"best_pick,borda_ranking,signed_allocation",0.0,1.0,"D,B,C,A",D,D,factual_qa,normal_03,Qwen/Qwen2.5-7B-Instruct::normal_03,Qwen/Qwen2.5-7B-Instruct,False,p047,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""borda_ranking"": [
      [""C""],
      [""A"", ""B"", ""D""]
    ],
    ""signed_allocation_reason"": ""Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate."",
    ""signed_allocation_cents"": [
      {
        ""candidate_id"": ""A"",
        ""cents"": 45
      },
      {
        ""candidate_id"": ""B"",
        ""cents"": 25
      },
      {
        ""candidate_id"": ""C"",
        ""cents"": 0
      },
      {
        ""candidate_id"": ""D"",
        ""cents"": -30
      }
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a detailed explanation of the myth's origin and a comprehensive overview of what neuroscience shows, making it the most informative and accurate.",0,[]
0.45,False,1,"signed_allocation,borda_ranking,best_pick",1.0,3.0,"A,B,D,C",A,A,business_advice,normal_01,Qwen/Qwen2.5-7B-Instruct::normal_01,Qwen/Qwen2.5-7B-Instruct,False,p078,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 45},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 15},
      {""candidate_id"": ""D"", ""cents"": 10}
    ],
    ""absolute_cents_total"": 100,
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]],
    ""best_pick"": ""A""
  }
}","Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive.",0,[]
0.3,False,1,"signed_allocation,borda_ranking,best_pick",0.0,2.0,"A,B,D,C",B,B,business_advice,normal_01,Qwen/Qwen2.5-7B-Instruct::normal_01,Qwen/Qwen2.5-7B-Instruct,False,p078,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 45},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 15},
      {""candidate_id"": ""D"", ""cents"": 10}
    ],
    ""absolute_cents_total"": 100,
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]],
    ""best_pick"": ""A""
  }
}","Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive.",0,[]
0.15,False,1,"signed_allocation,borda_ranking,best_pick",0.0,1.0,"A,B,D,C",C,C,business_advice,normal_01,Qwen/Qwen2.5-7B-Instruct::normal_01,Qwen/Qwen2.5-7B-Instruct,False,p078,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 45},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 15},
      {""candidate_id"": ""D"", ""cents"": 10}
    ],
    ""absolute_cents_total"": 100,
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]],
    ""best_pick"": ""A""
  }
}","Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive.",0,[]
0.1,False,1,"signed_allocation,borda_ranking,best_pick",0.0,0.0,"A,B,D,C",D,D,business_advice,normal_01,Qwen/Qwen2.5-7B-Instruct::normal_01,Qwen/Qwen2.5-7B-Instruct,False,p078,"{
  ""votes"": {
    ""signed_allocation_reason"": ""Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 45},
      {""candidate_id"": ""B"", ""cents"": 30},
      {""candidate_id"": ""C"", ""cents"": 15},
      {""candidate_id"": ""D"", ""cents"": 10}
    ],
    ""absolute_cents_total"": 100,
    ""borda_ranking"": [[""A""], [""B""], [""C""], [""D""]],
    ""best_pick"": ""A""
  }
}","Candidate A provides a clear, comprehensive, and actionable plan with measurable outcomes, while other candidates are slightly less detailed or comprehensive.",0,[]
-0.15,True,0,"best_pick,signed_allocation,borda_ranking",0.0,0.5,"D,C,A,B",A,A,writing,normal_02,Qwen/Qwen2.5-7B-Instruct::normal_02,Qwen/Qwen2.5-7B-Instruct,False,p033,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""signed_allocation_reason"": ""Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": -15},
      {""candidate_id"": ""B"", ""cents"": -15},
      {""candidate_id"": ""C"", ""cents"": 45},
      {""candidate_id"": ""D"", ""cents"": 25}
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone.",1,"[""inferred_borda_from_signed_allocation_cents""]"
-0.15,True,0,"best_pick,signed_allocation,borda_ranking",0.0,0.5,"D,C,A,B",B,B,writing,normal_02,Qwen/Qwen2.5-7B-Instruct::normal_02,Qwen/Qwen2.5-7B-Instruct,False,p033,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""signed_allocation_reason"": ""Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": -15},
      {""candidate_id"": ""B"", ""cents"": -15},
      {""candidate_id"": ""C"", ""cents"": 45},
      {""candidate_id"": ""D"", ""cents"": 25}
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone.",1,"[""inferred_borda_from_signed_allocation_cents""]"
0.45,True,0,"best_pick,signed_allocation,borda_ranking",1.0,3.0,"D,C,A,B",C,C,writing,normal_02,Qwen/Qwen2.5-7B-Instruct::normal_02,Qwen/Qwen2.5-7B-Instruct,False,p033,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""signed_allocation_reason"": ""Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": -15},
      {""candidate_id"": ""B"", ""cents"": -15},
      {""candidate_id"": ""C"", ""cents"": 45},
      {""candidate_id"": ""D"", ""cents"": 25}
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone.",1,"[""inferred_borda_from_signed_allocation_cents""]"
0.25,True,0,"best_pick,signed_allocation,borda_ranking",0.0,2.0,"D,C,A,B",D,D,writing,normal_02,Qwen/Qwen2.5-7B-Instruct::normal_02,Qwen/Qwen2.5-7B-Instruct,False,p033,"{
  ""votes"": {
    ""best_pick"": ""C"",
    ""signed_allocation_reason"": ""Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": -15},
      {""candidate_id"": ""B"", ""cents"": -15},
      {""candidate_id"": ""C"", ""cents"": 45},
      {""candidate_id"": ""D"", ""cents"": 25}
    ],
    ""absolute_cents_total"": 100
  }
}","Candidate C provides a balanced and detailed approach, focusing on specific areas for improvement while maintaining a supportive tone.",1,"[""inferred_borda_from_signed_allocation_cents""]"
0.0,False,1,"borda_ranking,signed_allocation,best_pick",0.0,1.0,"D,C,A,B",A,A,business_advice,normal_04,Qwen/Qwen2.5-7B-Instruct::normal_04,Qwen/Qwen2.5-7B-Instruct,False,p080,"{
  ""votes"": {
    ""borda_ranking"": [[""D""], [""C""], [""A""], [""B""]],
    ""signed_allocation_reason"": ""Candidate D provides a comprehensive and balanced plan with clear strategies and tradeoffs, while Candidate C is slightly less detailed in its execution steps."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 0},
      {""candidate_id"": ""B"", ""cents"": 0},
      {""candidate_id"": ""C"", ""cents"": -25},
      {""candidate_id"": ""D"", ""cents"": 75}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""D""
  }
}","Candidate D provides a comprehensive and balanced plan with clear strategies and tradeoffs, while Candidate C is slightly less detailed in its execution steps.",0,[]
0.0,False,1,"borda_ranking,signed_allocation,best_pick",0.0,0.0,"D,C,A,B",B,B,business_advice,normal_04,Qwen/Qwen2.5-7B-Instruct::normal_04,Qwen/Qwen2.5-7B-Instruct,False,p080,"{
  ""votes"": {
    ""borda_ranking"": [[""D""], [""C""], [""A""], [""B""]],
    ""signed_allocation_reason"": ""Candidate D provides a comprehensive and balanced plan with clear strategies and tradeoffs, while Candidate C is slightly less detailed in its execution steps."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 0},
      {""candidate_id"": ""B"", ""cents"": 0},
      {""candidate_id"": ""C"", ""cents"": -25},
      {""candidate_id"": ""D"", ""cents"": 75}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""D""
  }
}","Candidate D provides a comprehensive and balanced plan with clear strategies and tradeoffs, while Candidate C is slightly less detailed in its execution steps.",0,[]
-0.25,False,1,"borda_ranking,signed_allocation,best_pick",0.0,2.0,"D,C,A,B",C,C,business_advice,normal_04,Qwen/Qwen2.5-7B-Instruct::normal_04,Qwen/Qwen2.5-7B-Instruct,False,p080,"{
  ""votes"": {
    ""borda_ranking"": [[""D""], [""C""], [""A""], [""B""]],
    ""signed_allocation_reason"": ""Candidate D provides a comprehensive and balanced plan with clear strategies and tradeoffs, while Candidate C is slightly less detailed in its execution steps."",
    ""signed_allocation_cents"": [
      {""candidate_id"": ""A"", ""cents"": 0},
      {""candidate_id"": ""B"", ""cents"": 0},
      {""candidate_id"": ""C"", ""cents"": -25},
      {""candidate_id"": ""D"", ""cents"": 75}
    ],
    ""absolute_cents_total"": 100,
    ""best_pick"": ""D""
  }
}","Candidate D provides a comprehensive and balanced plan with clear strategies and tradeoffs, while Candidate C is slightly less detailed in its execution steps.",0,[]
