domain,method,prompt_id,scores_json,selection,selector_consensus_share,selector_repeats
reasoning,direct_best_pick,p008,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p008,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
reasoning,direct_signed_allocation,p008,"{""A"": 0.45, ""B"": 0.19999999999999998, ""C"": -0.11666666666666665, ""D"": -0.06666666666666667}",A,,
writing,direct_best_pick,p009,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p009,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p009,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p010,"{""A"": 0.6666666666666666, ""B"": 0.0, ""C"": 0.0, ""D"": 0.3333333333333333}",A,,
writing,direct_borda,p010,"{""A"": 2.6666666666666665, ""B"": 1.6666666666666667, ""C"": 0.6666666666666666, ""D"": 1.0}",A,,
writing,direct_signed_allocation,p010,"{""A"": 0.3, ""B"": 0.09999999999999999, ""C"": -0.16666666666666666, ""D"": 0.2333333333333333}",A,,
writing,direct_best_pick,p011,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p011,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p011,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p012,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p012,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p012,"{""A"": 0.46249999999999997, ""B"": 0.1625, ""C"": -0.2375, ""D"": -0.1375}",A,,
safety,direct_best_pick,p013,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p013,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p013,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
safety,direct_best_pick,p014,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p014,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.75, ""D"": 0.25}",A,,
safety,direct_signed_allocation,p014,"{""A"": 0.42500000000000004, ""B"": 0.22499999999999998, ""C"": -0.275, ""D"": -0.075}",A,,
safety,direct_best_pick,p015,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p015,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p015,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.11666666666666665, ""D"": -0.049999999999999996}",A,,
safety,direct_best_pick,p016,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p016,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p016,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
code,direct_best_pick,p017,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p017,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.625, ""D"": 0.375}",A,,
code,direct_signed_allocation,p017,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
code,direct_best_pick,p018,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p018,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p018,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
code,direct_best_pick,p019,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p019,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p019,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.2333333333333333, ""D"": -0.13333333333333333}",A,,
code,direct_best_pick,p020,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p020,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p020,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.26666666666666666, ""D"": -0.09999999999999999}",A,,
business_advice,direct_best_pick,p021,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p021,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p021,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
business_advice,direct_best_pick,p022,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p022,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p022,"{""A"": 0.46249999999999997, ""B"": 0.1875, ""C"": -0.1625, ""D"": -0.1375}",A,,
business_advice,direct_best_pick,p023,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p023,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p023,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
business_advice,direct_best_pick,p024,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p024,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p024,"{""A"": 0.46249999999999997, ""B"": 0.17500000000000002, ""C"": -0.25, ""D"": -0.11249999999999999}",A,,
instruction_following,direct_best_pick,p026,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p026,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p026,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p027,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p027,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p027,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.11666666666666665, ""D"": -0.049999999999999996}",A,,
analysis,direct_best_pick,p028,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p028,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p028,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p029,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p029,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p029,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p030,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p030,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p030,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
factual_qa,direct_best_pick,p031,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p031,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
factual_qa,direct_signed_allocation,p031,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
reasoning,direct_best_pick,p032,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p032,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
reasoning,direct_signed_allocation,p032,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p033,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p033,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p033,"{""A"": 0.475, ""B"": 0.2, ""C"": -0.25, ""D"": -0.075}",A,,
safety,direct_best_pick,p034,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p034,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p034,"{""A"": 0.5, ""B"": 0.25, ""C"": -0.25, ""D"": 0.0}",A,,
code,direct_best_pick,p035,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p035,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p035,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
business_advice,direct_best_pick,p036,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p036,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p036,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p037,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p037,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p037,"{""A"": 0.42500000000000004, ""B"": 0.22499999999999998, ""C"": -0.225, ""D"": -0.125}",A,,
instruction_following,direct_best_pick,p038,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p038,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p038,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
instruction_following,direct_best_pick,p039,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
instruction_following,direct_borda,p039,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
instruction_following,direct_signed_allocation,p039,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p040,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p040,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p040,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
analysis,direct_best_pick,p041,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p041,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p041,"{""A"": 0.4666666666666666, ""B"": 0.18333333333333335, ""C"": -0.25, ""D"": -0.09999999999999999}",A,,
analysis,direct_best_pick,p042,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
analysis,direct_borda,p042,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
analysis,direct_signed_allocation,p042,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p043,"{""A"": 0.75, ""B"": 0.0, ""C"": 0.25, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p043,"{""A"": 2.625, ""B"": 1.5, ""C"": 1.875, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p043,"{""A"": 0.46249999999999997, ""B"": 0.15, ""C"": 0.037500000000000006, ""D"": -0.049999999999999996}",A,,
ethics_policy,direct_best_pick,p044,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p044,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p044,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
ethics_policy,direct_best_pick,p045,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
ethics_policy,direct_borda,p045,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
ethics_policy,direct_signed_allocation,p045,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
factual_qa,direct_best_pick,p046,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p046,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.875, ""D"": 0.125}",A,,
factual_qa,direct_signed_allocation,p046,"{""A"": 0.4375, ""B"": 0.1875, ""C"": -0.2625, ""D"": -0.11249999999999999}",A,,
factual_qa,direct_best_pick,p047,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p047,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
factual_qa,direct_signed_allocation,p047,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
factual_qa,direct_best_pick,p048,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p048,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
factual_qa,direct_signed_allocation,p048,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
factual_qa,direct_best_pick,p049,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p049,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.0, ""D"": 1.0}",A,,
factual_qa,direct_signed_allocation,p049,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
factual_qa,direct_best_pick,p050,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p050,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
factual_qa,direct_signed_allocation,p050,"{""A"": 0.5, ""B"": 0.2, ""C"": -0.2, ""D"": -0.1}",A,,
factual_qa,direct_best_pick,p051,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
factual_qa,direct_borda,p051,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
factual_qa,direct_signed_allocation,p051,"{""A"": 0.42500000000000004, ""B"": 0.22499999999999998, ""C"": -0.275, ""D"": -0.075}",A,,
reasoning,direct_best_pick,p052,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p052,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
reasoning,direct_signed_allocation,p052,"{""A"": 0.5, ""B"": 0.25, ""C"": -0.25, ""D"": 0.0}",A,,
reasoning,direct_best_pick,p053,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p053,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
reasoning,direct_signed_allocation,p053,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
reasoning,direct_best_pick,p054,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p054,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
reasoning,direct_signed_allocation,p054,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
reasoning,direct_best_pick,p056,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p056,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.5, ""D"": 0.5}",A,,
reasoning,direct_signed_allocation,p056,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
reasoning,direct_best_pick,p057,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
reasoning,direct_borda,p057,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
reasoning,direct_signed_allocation,p057,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p058,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p058,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p058,"{""A"": 0.4, ""B"": 0.3, ""C"": -0.3, ""D"": 0.0}",A,,
writing,direct_best_pick,p059,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p059,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.5, ""D"": 0.5}",A,,
writing,direct_signed_allocation,p059,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p060,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p060,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p060,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p061,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p061,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p061,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p062,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p062,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
writing,direct_signed_allocation,p062,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
writing,direct_best_pick,p063,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
writing,direct_borda,p063,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.75, ""D"": 0.25}",A,,
writing,direct_signed_allocation,p063,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
safety,direct_best_pick,p065,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p065,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p065,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
safety,direct_best_pick,p066,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p066,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p066,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
safety,direct_best_pick,p067,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p067,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.5, ""D"": 0.5}",A,,
safety,direct_signed_allocation,p067,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
safety,direct_best_pick,p068,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p068,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p068,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.26666666666666666, ""D"": -0.09999999999999999}",A,,
safety,direct_best_pick,p069,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
safety,direct_borda,p069,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
safety,direct_signed_allocation,p069,"{""A"": 0.4666666666666666, ""B"": 0.18333333333333335, ""C"": -0.25, ""D"": -0.09999999999999999}",A,,
code,direct_best_pick,p070,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p070,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.875, ""D"": 0.125}",A,,
code,direct_signed_allocation,p070,"{""A"": 0.45, ""B"": 0.2125, ""C"": -0.2625, ""D"": -0.075}",A,,
code,direct_best_pick,p071,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p071,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.625, ""D"": 0.375}",A,,
code,direct_signed_allocation,p071,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
code,direct_best_pick,p072,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p072,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p072,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
code,direct_best_pick,p073,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p073,"{""A"": 3.0, ""B"": 2.0, ""C"": 0.875, ""D"": 0.125}",A,,
code,direct_signed_allocation,p073,"{""A"": 0.46249999999999997, ""B"": 0.1625, ""C"": -0.2375, ""D"": -0.1375}",A,,
code,direct_best_pick,p074,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p074,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p074,"{""A"": 0.45, ""B"": 0.19999999999999998, ""C"": -0.09999999999999999, ""D"": -0.11666666666666665}",A,,
code,direct_best_pick,p075,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
code,direct_borda,p075,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
code,direct_signed_allocation,p075,"{""A"": 0.45, ""B"": 0.15, ""C"": -0.25, ""D"": -0.15}",A,,
business_advice,direct_best_pick,p076,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p076,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
business_advice,direct_signed_allocation,p076,"{""A"": 0.43333333333333335, ""B"": 0.19999999999999998, ""C"": -0.26666666666666666, ""D"": -0.09999999999999999}",A,,
business_advice,direct_best_pick,p077,"{""A"": 1.0, ""B"": 0.0, ""C"": 0.0, ""D"": 0.0}",A,,
business_advice,direct_borda,p077,"{""A"": 3.0, ""B"": 2.0, ""C"": 1.0, ""D"": 0.0}",A,,
